prefix,first_revision,last_revision,first_effective_date,removed_at,end_effective_date
29189943,rev_7,2026_rev_9,NA,NA,NA
29189947,rev_7,2026_rev_9,NA,NA,NA
29189950,rev_7,2026_rev_9,NA,NA,NA
29199030,rev_7,2026_rev_9,NA,NA,NA
29199050,rev_7,2026_rev_9,NA,NA,NA
29209051,rev_7,2026_rev_9,NA,NA,NA
29211911,rev_7,2026_rev_9,NA,NA,NA
29211961,rev_7,2026_rev_9,NA,NA,NA
29212900,rev_7,2026_rev_9,NA,NA,NA
29213010,rev_7,2026_rev_9,NA,NA,NA
29213050,rev_7,2026_rev_9,NA,NA,NA
29214290,rev_7,2026_rev_9,NA,NA,NA
29214600,rev_7,2026_rev_9,NA,NA,NA
29214938,rev_7,2026_rev_9,NA,NA,NA
29214943,rev_7,2026_rev_9,NA,NA,NA
29214945,rev_7,2026_rev_9,NA,NA,NA
29214950,rev_7,2026_rev_9,NA,NA,NA
29215980,rev_7,2026_rev_9,NA,NA,NA
29221100,rev_7,2026_rev_9,NA,NA,NA
29221400,rev_7,2026_rev_9,NA,NA,NA
29221909,rev_7,2026_rev_9,NA,NA,NA
29221920,rev_7,2026_rev_9,NA,NA,NA
29221933,rev_7,2026_rev_9,NA,NA,NA
29221960,rev_7,2026_rev_9,NA,NA,NA
29221970,rev_7,2026_rev_9,NA,NA,NA
29221990,rev_7,2026_rev_9,NA,NA,NA
29221996,rev_7,2026_rev_9,NA,NA,NA
29222927,rev_7,2026_rev_9,NA,NA,NA
29222961,rev_7,2026_rev_9,NA,NA,NA
29222981,rev_7,2026_rev_9,NA,NA,NA
29223100,rev_7,2026_rev_9,NA,NA,NA
29223925,rev_7,2026_rev_9,NA,NA,NA
29223945,rev_7,2026_rev_9,NA,NA,NA
29223950,rev_7,2026_rev_9,NA,NA,NA
29224100,rev_7,2026_rev_9,NA,NA,NA
29224250,rev_7,2026_rev_9,NA,NA,NA
29224400,rev_7,2026_rev_9,NA,NA,NA
29224910,rev_7,2026_rev_9,NA,NA,NA
29224926,rev_7,2026_rev_9,NA,NA,NA
29224930,rev_7,2026_rev_9,NA,NA,NA
29224937,rev_7,2026_rev_9,NA,NA,NA
29224949,rev_7,2026_rev_9,NA,NA,NA
29224980,rev_7,2026_rev_9,NA,NA,NA
29225007,rev_7,2026_rev_9,NA,NA,NA
29225010,rev_7,2026_rev_9,NA,NA,NA
29225011,rev_7,2026_rev_9,NA,NA,NA
29225013,rev_7,2026_rev_9,NA,NA,NA
29225014,rev_7,2026_rev_9,NA,NA,NA
29225017,rev_7,2026_rev_9,NA,NA,NA
29225025,rev_7,2026_rev_9,NA,NA,NA
29225035,rev_7,2026_rev_9,NA,NA,NA
29225040,rev_7,2026_rev_9,NA,NA,NA
29225050,rev_7,2026_rev_9,NA,NA,NA
29231000,rev_7,2026_rev_9,NA,NA,NA
29232020,rev_7,2026_rev_9,NA,NA,NA
29239001,rev_7,2026_rev_9,NA,NA,NA
29241100,rev_7,2026_rev_9,NA,NA,NA
29241911,rev_7,2026_rev_9,NA,NA,NA
29241980,rev_7,2026_rev_9,NA,NA,NA
29242116,rev_7,2026_rev_9,NA,NA,NA
29242150,rev_7,2026_rev_9,NA,NA,NA
29242901,rev_22,2026_rev_9,2025-09-08,NA,NA
29242903,rev_22,2026_rev_9,2025-09-08,NA,NA
29242910,rev_7,2026_rev_9,NA,NA,NA
29242923,rev_22,2026_rev_9,2025-09-08,NA,NA
29242926,rev_22,2026_rev_9,2025-09-08,NA,NA
29242928,rev_22,2026_rev_9,2025-09-08,NA,NA
29242933,rev_22,2026_rev_9,2025-09-08,NA,NA
29242957,rev_22,2026_rev_9,2025-09-08,NA,NA
29242962,rev_7,2026_rev_9,NA,NA,NA
29242971,rev_7,2026_rev_9,NA,NA,NA
29242977,rev_7,2026_rev_9,NA,NA,NA
29242980,rev_22,2026_rev_9,2025-09-08,NA,NA
29242995,rev_7,2026_rev_9,NA,NA,NA
29251200,rev_7,2026_rev_9,NA,NA,NA
29251942,rev_7,2026_rev_9,NA,NA,NA
29251991,rev_7,2026_rev_9,NA,NA,NA
29252100,rev_7,2026_rev_9,NA,NA,NA
29252920,rev_7,2026_rev_9,NA,NA,NA
29252960,rev_7,2026_rev_9,NA,NA,NA
29252990,rev_7,2026_rev_9,NA,NA,NA
29263010,rev_7,2026_rev_9,NA,NA,NA
29264000,rev_7,2026_rev_9,NA,NA,NA
29269014,rev_7,2026_rev_9,NA,NA,NA
29269043,rev_7,2026_rev_9,NA,NA,NA
29269048,rev_7,2026_rev_9,NA,NA,NA
29269050,rev_22,2026_rev_9,2025-09-08,NA,NA
29270040,rev_7,2026_rev_9,NA,NA,NA
29270050,rev_7,2026_rev_9,NA,NA,NA
29280025,rev_7,2026_rev_9,NA,NA,NA
29280030,rev_7,2026_rev_9,NA,NA,NA
29280050,rev_7,2026_rev_9,NA,NA,NA
29299020,rev_7,2026_rev_9,NA,NA,NA
29299050,rev_7,2026_rev_9,NA,NA,NA
29302020,rev_7,2026_rev_9,NA,NA,NA
29302090,rev_7,2026_rev_9,NA,NA,NA
29303060,rev_7,2026_rev_9,NA,NA,NA
29309029,rev_7,2026_rev_9,NA,NA,NA
29309049,rev_7,2026_rev_9,NA,NA,NA
29309092,rev_7,2026_rev_9,NA,NA,NA
29314900,rev_7,2026_rev_9,NA,NA,NA
29315300,rev_7,2026_rev_9,NA,NA,NA
29319022,rev_7,2026_rev_9,NA,NA,NA
29319090,rev_7,2026_rev_9,NA,NA,NA
29321400,rev_7,2026_rev_9,NA,NA,NA
29321951,rev_7,2026_rev_9,NA,NA,NA
29322020,rev_7,2026_rev_9,NA,NA,NA
29322030,rev_7,2026_rev_9,NA,NA,NA
29322050,rev_7,2026_rev_9,NA,NA,NA
29329961,rev_7,2026_rev_9,NA,NA,NA
29329970,rev_7,2026_rev_9,NA,NA,NA
29329990,rev_7,2026_rev_9,NA,NA,NA
29331100,rev_7,2026_rev_9,NA,NA,NA
29331935,rev_7,2026_rev_9,NA,NA,NA
29331945,rev_7,2026_rev_9,NA,NA,NA
29331990,rev_7,2026_rev_9,NA,NA,NA
29332100,rev_7,2026_rev_9,NA,NA,NA
29332905,rev_22,2026_rev_9,2025-09-08,NA,NA
29332920,rev_7,2026_rev_9,NA,NA,NA
29332935,rev_7,2026_rev_9,NA,NA,NA
29332943,rev_7,2026_rev_9,NA,NA,NA
29332945,rev_7,2026_rev_9,NA,NA,NA
29332960,rev_22,2026_rev_9,2025-09-08,NA,NA
29332990,rev_7,2026_rev_9,NA,NA,NA
29333301,rev_7,2026_rev_9,NA,NA,NA
29333400,rev_7,2026_rev_9,NA,NA,NA
29333500,rev_7,2026_rev_9,NA,NA,NA
29333700,rev_7,2026_rev_9,NA,NA,NA
29333908,rev_7,2026_rev_9,NA,NA,NA
29333910,rev_7,2026_rev_9,NA,NA,NA
29333920,rev_7,2026_rev_9,NA,NA,NA
29333921,rev_7,2026_rev_9,NA,NA,NA
29333923,rev_7,2026_rev_9,NA,NA,NA
29333925,rev_7,2026_rev_9,NA,NA,NA
29333927,rev_7,2026_rev_9,NA,NA,NA
29333931,rev_7,2026_rev_9,NA,NA,NA
29333941,rev_7,2026_rev_9,NA,NA,NA
29333961,rev_7,2026_rev_9,NA,NA,NA
29333992,rev_7,2026_rev_9,NA,NA,NA
29334100,rev_7,2026_rev_9,NA,NA,NA
29334908,rev_7,2026_rev_9,NA,NA,NA
29334910,rev_7,2026_rev_9,NA,NA,NA
29334915,rev_7,2026_rev_9,NA,NA,NA
29334917,rev_7,2026_rev_9,NA,NA,NA
29334920,rev_7,2026_rev_9,NA,NA,NA
29334926,rev_7,2026_rev_9,NA,NA,NA
29334930,rev_7,2026_rev_9,NA,NA,NA
29334960,rev_7,2026_rev_9,NA,NA,NA
29334970,rev_7,2026_rev_9,NA,NA,NA
29335210,rev_7,2026_rev_9,NA,NA,NA
29335290,rev_7,2026_rev_9,NA,NA,NA
29335300,rev_7,2026_rev_9,NA,NA,NA
29335400,rev_7,2026_rev_9,NA,NA,NA
29335910,rev_7,2026_rev_9,NA,NA,NA
29335915,rev_7,2026_rev_9,NA,NA,NA
29335918,rev_7,2026_rev_9,NA,NA,NA
29335921,rev_7,2026_rev_9,NA,NA,NA
29335922,rev_7,2026_rev_9,NA,NA,NA
29335936,rev_7,2026_rev_9,NA,NA,NA
29335946,rev_7,2026_rev_9,NA,NA,NA
29335953,rev_7,2026_rev_9,NA,NA,NA
29335959,rev_7,2026_rev_9,NA,NA,NA
29335970,rev_7,2026_rev_9,NA,NA,NA
29335980,rev_7,2026_rev_9,NA,NA,NA
29335985,rev_7,2026_rev_9,NA,NA,NA
29335995,rev_7,2026_rev_9,NA,NA,NA
29336960,rev_7,2026_rev_9,NA,NA,NA
29337200,rev_7,2026_rev_9,NA,NA,NA
29337908,rev_7,2026_rev_9,NA,NA,NA
29337915,rev_7,2026_rev_9,NA,NA,NA
29337985,rev_7,2026_rev_9,NA,NA,NA
29339100,rev_7,2026_rev_9,NA,NA,NA
29339901,rev_7,2026_rev_9,NA,NA,NA
29339902,rev_7,2026_rev_9,NA,NA,NA
29339905,rev_7,2026_rev_9,NA,NA,NA
29339906,rev_7,2026_rev_9,NA,NA,NA
29339908,rev_7,2026_rev_9,NA,NA,NA
29339911,rev_7,2026_rev_9,NA,NA,NA
29339912,rev_7,2026_rev_9,NA,NA,NA
29339916,rev_7,2026_rev_9,NA,NA,NA
29339917,rev_7,2026_rev_9,NA,NA,NA
29339922,rev_7,2026_rev_9,NA,NA,NA
29339924,rev_7,2026_rev_9,NA,NA,NA
29339926,rev_7,2026_rev_9,NA,NA,NA
29339942,rev_7,2026_rev_9,NA,NA,NA
29339946,rev_7,2026_rev_9,NA,NA,NA
29339951,rev_7,2026_rev_9,NA,NA,NA
29339953,rev_7,2026_rev_9,NA,NA,NA
29339955,rev_7,2026_rev_9,NA,NA,NA
29339958,rev_7,2026_rev_9,NA,NA,NA
29339961,rev_7,2026_rev_9,NA,NA,NA
29339965,rev_7,2026_rev_9,NA,NA,NA
29339970,rev_7,2026_rev_9,NA,NA,NA
29339975,rev_7,2026_rev_9,NA,NA,NA
29339979,rev_7,2026_rev_9,NA,NA,NA
29339982,rev_7,2026_rev_9,NA,NA,NA
29339985,rev_7,2026_rev_9,NA,NA,NA
29339989,rev_7,2026_rev_9,NA,NA,NA
29339990,rev_7,2026_rev_9,NA,NA,NA
29339997,rev_7,2026_rev_9,NA,NA,NA
29341010,rev_7,2026_rev_9,NA,NA,NA
29341020,rev_7,2026_rev_9,NA,NA,NA
29341090,rev_7,2026_rev_9,NA,NA,NA
29342040,rev_7,2026_rev_9,NA,NA,NA
29342080,rev_7,2026_rev_9,NA,NA,NA
29343023,rev_7,2026_rev_9,NA,NA,NA
29343027,rev_7,2026_rev_9,NA,NA,NA
29343043,rev_7,2026_rev_9,NA,NA,NA
29343050,rev_7,2026_rev_9,NA,NA,NA
29349100,rev_7,2026_rev_9,NA,NA,NA
29349200,rev_7,2026_rev_9,NA,NA,NA
29349901,rev_7,2026_rev_9,NA,NA,NA
29349903,rev_7,2026_rev_9,NA,NA,NA
29349905,rev_7,2026_rev_9,NA,NA,NA
29349906,rev_7,2026_rev_9,NA,NA,NA
29349907,rev_7,2026_rev_9,NA,NA,NA
29349908,rev_7,2026_rev_9,NA,NA,NA
29349909,rev_7,2026_rev_9,NA,NA,NA
29349911,rev_7,2026_rev_9,NA,NA,NA
29349912,rev_7,2026_rev_9,NA,NA,NA
29349915,rev_7,2026_rev_9,NA,NA,NA
29349916,rev_7,2026_rev_9,NA,NA,NA
29349918,rev_7,2026_rev_9,NA,NA,NA
29349920,rev_7,2026_rev_9,NA,NA,NA
29349930,rev_7,2026_rev_9,NA,NA,NA
29349939,rev_7,2026_rev_9,NA,NA,NA
29349944,rev_7,2026_rev_9,NA,NA,NA
29349947,rev_7,2026_rev_9,NA,NA,NA
29349970,rev_7,2026_rev_9,NA,NA,NA
29349990,rev_7,2026_rev_9,NA,NA,NA
29355000,rev_7,2026_rev_9,NA,NA,NA
29359006,rev_7,2026_rev_9,NA,NA,NA
29359010,rev_7,2026_rev_9,NA,NA,NA
29359013,rev_7,2026_rev_9,NA,NA,NA
29359015,rev_7,2026_rev_9,NA,NA,NA
29359020,rev_7,2026_rev_9,NA,NA,NA
29359030,rev_7,2026_rev_9,NA,NA,NA
29359032,rev_7,2026_rev_9,NA,NA,NA
29359033,rev_7,2026_rev_9,NA,NA,NA
29359042,rev_7,2026_rev_9,NA,NA,NA
29359048,rev_7,2026_rev_9,NA,NA,NA
29359060,rev_7,2026_rev_9,NA,NA,NA
29359075,rev_7,2026_rev_9,NA,NA,NA
29359095,rev_7,2026_rev_9,NA,NA,NA
29362100,rev_7,2026_rev_9,NA,NA,NA
29362200,rev_7,2026_rev_9,NA,NA,NA
29362300,rev_7,2026_rev_9,NA,NA,NA
29362401,rev_7,2026_rev_9,NA,NA,NA
29362500,rev_7,2026_rev_9,NA,NA,NA
29362600,rev_7,2026_rev_9,NA,NA,NA
29362700,rev_7,2026_rev_9,NA,NA,NA
29362800,rev_7,2026_rev_9,NA,NA,NA
29362910,rev_7,2026_rev_9,NA,NA,NA
29362916,rev_7,2026_rev_9,NA,NA,NA
29362920,rev_7,2026_rev_9,NA,NA,NA
29362950,rev_7,2026_rev_9,NA,NA,NA
29369001,rev_7,2026_rev_9,NA,NA,NA
29371100,rev_7,2026_rev_9,NA,NA,NA
29371200,rev_7,2026_rev_9,NA,NA,NA
29371900,rev_7,2026_rev_9,NA,NA,NA
29372100,rev_7,2026_rev_9,NA,NA,NA
29372200,rev_7,2026_rev_9,NA,NA,NA
29372310,rev_7,2026_rev_9,NA,NA,NA
29372325,rev_7,2026_rev_9,NA,NA,NA
29372350,rev_7,2026_rev_9,NA,NA,NA
29372910,rev_7,2026_rev_9,NA,NA,NA
29372990,rev_7,2026_rev_9,NA,NA,NA
29375000,rev_7,2026_rev_9,NA,NA,NA
29379005,rev_7,2026_rev_9,NA,NA,NA
29379010,rev_7,2026_rev_9,NA,NA,NA
29379020,rev_7,2026_rev_9,NA,NA,NA
29379040,rev_7,2026_rev_9,NA,NA,NA
29379045,rev_7,2026_rev_9,NA,NA,NA
29379090,rev_7,2026_rev_9,NA,NA,NA
29381000,rev_7,2026_rev_9,NA,NA,NA
29389000,rev_7,2026_rev_9,NA,NA,NA
29391100,rev_7,2026_rev_9,NA,NA,NA
29391910,rev_7,2026_rev_9,NA,NA,NA
29391920,rev_7,2026_rev_9,NA,NA,NA
29391950,rev_7,2026_rev_9,NA,NA,NA
29392000,rev_7,2026_rev_9,NA,NA,NA
29393000,rev_7,2026_rev_9,NA,NA,NA
29394100,rev_7,2026_rev_9,NA,NA,NA
29394200,rev_7,2026_rev_9,NA,NA,NA
29394400,rev_7,2026_rev_9,NA,NA,NA
29394500,rev_7,2026_rev_9,NA,NA,NA
29394903,rev_7,2026_rev_9,NA,NA,NA
29395900,rev_7,2026_rev_9,NA,NA,NA
29396200,rev_7,2026_rev_9,NA,NA,NA
29396300,rev_7,2026_rev_9,NA,NA,NA
29396900,rev_7,2026_rev_9,NA,NA,NA
29397200,rev_7,2026_rev_9,NA,NA,NA
29397900,rev_7,2026_rev_9,NA,NA,NA
29398000,rev_7,2026_rev_9,NA,NA,NA
29400060,rev_7,2026_rev_9,NA,NA,NA
29411010,rev_7,2026_rev_9,NA,NA,NA
29411020,rev_7,2026_rev_9,NA,NA,NA
29411030,rev_7,2026_rev_9,NA,NA,NA
29411050,rev_7,2026_rev_9,NA,NA,NA
29412010,rev_7,2026_rev_9,NA,NA,NA
29412050,rev_7,2026_rev_9,NA,NA,NA
29413000,rev_7,2026_rev_9,NA,NA,NA
29414000,rev_7,2026_rev_9,NA,NA,NA
29415000,rev_7,2026_rev_9,NA,NA,NA
29419010,rev_7,2026_rev_9,NA,NA,NA
29419030,rev_7,2026_rev_9,NA,NA,NA
29419050,rev_7,2026_rev_9,NA,NA,NA
29420005,rev_7,2026_rev_9,NA,NA,NA
29420035,rev_7,2026_rev_9,NA,NA,NA
29420050,rev_7,2026_rev_9,NA,NA,NA
30012000,rev_7,2026_rev_9,NA,NA,NA
30019001,rev_7,2026_rev_9,NA,NA,NA
30021200,rev_7,2026_rev_9,NA,NA,NA
30021300,rev_7,2026_rev_9,NA,NA,NA
30021400,rev_7,2026_rev_9,NA,NA,NA
30021500,rev_7,2026_rev_9,NA,NA,NA
30024100,rev_7,2026_rev_9,NA,NA,NA
30024200,rev_7,2026_rev_9,NA,NA,NA
30024900,rev_7,2026_rev_9,NA,NA,NA
30025100,rev_7,2026_rev_9,NA,NA,NA
30025900,rev_7,2026_rev_9,NA,NA,NA
30029010,rev_7,2026_rev_9,NA,NA,NA
30029052,rev_7,2026_rev_9,NA,NA,NA
30031000,rev_7,2026_rev_9,NA,NA,NA
30032000,rev_7,2026_rev_9,NA,NA,NA
30033910,rev_7,2026_rev_9,NA,NA,NA
30033950,rev_7,2026_rev_9,NA,NA,NA
30034100,rev_7,2026_rev_9,NA,NA,NA
30034200,rev_7,2026_rev_9,NA,NA,NA
30034900,rev_7,2026_rev_9,NA,NA,NA
30039001,rev_7,2026_rev_9,NA,NA,NA
30041010,rev_7,2026_rev_9,NA,NA,NA
30041050,rev_7,2026_rev_9,NA,NA,NA
30042000,rev_7,2026_rev_9,NA,NA,NA
30043100,rev_7,2026_rev_9,NA,NA,NA
30043200,rev_7,2026_rev_9,NA,NA,NA
30043900,rev_7,2026_rev_9,NA,NA,NA
30044100,rev_7,2026_rev_9,NA,NA,NA
30044200,rev_7,2026_rev_9,NA,NA,NA
30044900,rev_7,2026_rev_9,NA,NA,NA
30045010,rev_7,2026_rev_9,NA,NA,NA
30045020,rev_7,2026_rev_9,NA,NA,NA
30045030,rev_7,2026_rev_9,NA,NA,NA
30045040,rev_7,2026_rev_9,NA,NA,NA
30045050,rev_7,2026_rev_9,NA,NA,NA
30046000,rev_7,2026_rev_9,NA,NA,NA
30049010,rev_7,2026_rev_9,NA,NA,NA
30049092,rev_7,2026_rev_9,NA,NA,NA
30063010,rev_7,2026_rev_9,NA,NA,NA
30063050,rev_7,2026_rev_9,NA,NA,NA
30066000,rev_7,2026_rev_9,NA,NA,NA
30067000,rev_7,2026_rev_9,NA,NA,NA
30069310,rev_7,2026_rev_9,NA,NA,NA
30069320,rev_7,2026_rev_9,NA,NA,NA
30069350,rev_7,2026_rev_9,NA,NA,NA
30069360,rev_7,2026_rev_9,NA,NA,NA
30069380,rev_7,2026_rev_9,NA,NA,NA
31010000,rev_29,2026_rev_9,2025-11-13,NA,NA
31021000,rev_29,2026_rev_9,2025-11-13,NA,NA
31022100,rev_29,2026_rev_9,2025-11-13,NA,NA
31022900,rev_29,2026_rev_9,2025-11-13,NA,NA
31023000,rev_29,2026_rev_9,2025-11-13,NA,NA
31024000,rev_29,2026_rev_9,2025-11-13,NA,NA
31025000,rev_29,2026_rev_9,2025-11-13,NA,NA
31026000,rev_29,2026_rev_9,2025-11-13,NA,NA
31028000,rev_29,2026_rev_9,2025-11-13,NA,NA
31029001,rev_29,2026_rev_9,2025-11-13,NA,NA
31031100,rev_29,2026_rev_9,2025-11-13,NA,NA
31031900,rev_29,2026_rev_9,2025-11-13,NA,NA
31039001,rev_29,2026_rev_9,2025-11-13,NA,NA
31042000,rev_7,2026_rev_9,NA,NA,NA
31043000,rev_7,2026_rev_9,NA,NA,NA
31049001,rev_7,2026_rev_9,NA,NA,NA
31051000,rev_7,2026_rev_9,NA,NA,NA
31052000,rev_7,2026_rev_9,NA,NA,NA
31053000,rev_29,2026_rev_9,2025-11-13,NA,NA
31054000,rev_29,2026_rev_9,2025-11-13,NA,NA
31055100,rev_29,2026_rev_9,2025-11-13,NA,NA
31055900,rev_29,2026_rev_9,2025-11-13,NA,NA
31056000,rev_7,2026_rev_9,NA,NA,NA
31059000,rev_29,2026_rev_9,2025-11-13,NA,NA
32030080,rev_7,2026_rev_9,NA,NA,NA
32041380,rev_7,2026_rev_9,NA,NA,NA
32041720,rev_7,2026_rev_9,NA,NA,NA
32041800,rev_7,2026_rev_9,NA,NA,NA
32061100,rev_7,2026_rev_9,NA,NA,NA
32061900,rev_7,2026_rev_9,NA,NA,NA
34024210,rev_7,2026_rev_9,NA,NA,NA
34024220,rev_7,2026_rev_9,NA,NA,NA
34024290,rev_7,2026_rev_9,NA,NA,NA
36069030,rev_7,2026_rev_9,NA,NA,NA
38089410,rev_7,2026_rev_9,NA,NA,NA
38089450,rev_7,2026_rev_9,NA,NA,NA
38180000,rev_7,2026_rev_9,NA,NA,NA
38249100,rev_7,2026_rev_9,NA,NA,NA
38249929,rev_7,2026_rev_9,NA,NA,NA
38249949,rev_7,2026_rev_9,NA,NA,NA
38249955,rev_7,2026_rev_9,NA,NA,NA
38249993,rev_7,rev_21,NA,rev_22,2025-09-07
39019090,rev_7,2026_rev_9,NA,NA,NA
39029000,rev_7,2026_rev_9,NA,NA,NA
39046100,rev_7,2026_rev_9,NA,NA,NA
39059110,rev_7,2026_rev_9,NA,NA,NA
39059980,rev_7,2026_rev_9,NA,NA,NA
39069050,rev_7,2026_rev_9,NA,NA,NA
39071000,rev_7,2026_rev_9,NA,NA,NA
39072100,rev_7,2026_rev_9,NA,NA,NA
39072900,rev_7,rev_21,NA,rev_22,2025-09-07
39073000,rev_7,rev_21,NA,rev_22,2025-09-07
39076100,rev_7,rev_21,NA,rev_22,2025-09-07
39076900,rev_7,rev_21,NA,rev_22,2025-09-07
39077000,rev_7,2026_rev_9,NA,NA,NA
39079950,rev_7,rev_21,NA,rev_22,2025-09-07
39081000,rev_7,2026_rev_9,NA,NA,NA
39100000,rev_7,rev_21,NA,rev_22,2025-09-07
39119025,rev_7,2026_rev_9,NA,NA,NA
39119091,rev_7,2026_rev_9,NA,NA,NA
39123100,rev_7,2026_rev_9,NA,NA,NA
39123900,rev_7,2026_rev_9,NA,NA,NA
39129000,rev_7,2026_rev_9,NA,NA,NA
39139020,rev_7,2026_rev_9,NA,NA,NA
39139050,rev_7,2026_rev_9,NA,NA,NA
39140060,rev_7,2026_rev_9,NA,NA,NA
40011000,rev_7,2026_rev_9,NA,NA,NA
40012100,rev_7,2026_rev_9,NA,NA,NA
40012200,rev_7,2026_rev_9,NA,NA,NA
40012900,rev_7,2026_rev_9,NA,NA,NA
40013000,rev_7,2026_rev_9,NA,NA,NA
44011100,rev_7,rev_24,NA,rev_25,2025-10-13
44011200,rev_7,rev_24,NA,rev_25,2025-10-13
44012100,rev_7,rev_24,NA,rev_25,2025-10-13
44012200,rev_7,rev_24,NA,rev_25,2025-10-13
44013100,rev_7,rev_24,NA,rev_25,2025-10-13
44013200,rev_7,rev_24,NA,rev_25,2025-10-13
44013942,rev_7,rev_24,NA,rev_25,2025-10-13
44014100,rev_7,rev_24,NA,rev_25,2025-10-13
44014900,rev_7,rev_24,NA,rev_25,2025-10-13
44021000,rev_7,rev_24,NA,rev_25,2025-10-13
44022000,rev_7,rev_24,NA,rev_25,2025-10-13
44029001,rev_7,rev_24,NA,rev_25,2025-10-13
44031100,rev_7,rev_24,NA,rev_25,2025-10-13
44031200,rev_7,rev_24,NA,rev_25,2025-10-13
44032101,rev_7,rev_24,NA,rev_25,2025-10-13
44032201,rev_7,rev_24,NA,rev_25,2025-10-13
44032301,rev_7,rev_24,NA,rev_25,2025-10-13
44032401,rev_7,rev_24,NA,rev_25,2025-10-13
44032501,rev_7,rev_24,NA,rev_25,2025-10-13
44032601,rev_7,rev_24,NA,rev_25,2025-10-13
44034200,rev_7,2026_rev_9,NA,NA,NA
44034902,rev_7,2026_rev_9,NA,NA,NA
44039100,rev_7,rev_24,NA,rev_25,2025-10-13
44039301,rev_7,rev_24,NA,rev_25,2025-10-13
44039401,rev_7,rev_24,NA,rev_25,2025-10-13
44039501,rev_7,rev_24,NA,rev_25,2025-10-13
44039601,rev_7,rev_24,NA,rev_25,2025-10-13
44039700,rev_7,rev_24,NA,rev_25,2025-10-13
44039800,rev_7,rev_24,NA,rev_25,2025-10-13
44039901,rev_7,rev_24,NA,rev_25,2025-10-13
44041000,rev_7,rev_24,NA,rev_25,2025-10-13
44042000,rev_7,rev_24,NA,rev_25,2025-10-13
44050000,rev_7,rev_24,NA,rev_25,2025-10-13
44061100,rev_7,rev_24,NA,rev_25,2025-10-13
44061200,rev_7,rev_24,NA,rev_25,2025-10-13
44069100,rev_7,rev_24,NA,rev_25,2025-10-13
44069200,rev_7,rev_24,NA,rev_25,2025-10-13
44071100,rev_7,rev_24,NA,rev_25,2025-10-13
44071200,rev_7,rev_24,NA,rev_25,2025-10-13
44071300,rev_7,rev_24,NA,rev_25,2025-10-13
44071400,rev_7,rev_24,NA,rev_25,2025-10-13
44071900,rev_7,rev_24,NA,rev_25,2025-10-13
44072100,rev_7,2026_rev_9,NA,NA,NA
44072200,rev_7,2026_rev_9,NA,NA,NA
44072301,rev_7,2026_rev_9,NA,NA,NA
44072500,rev_7,2026_rev_9,NA,NA,NA
44072600,rev_7,2026_rev_9,NA,NA,NA
44072700,rev_7,2026_rev_9,NA,NA,NA
44072800,rev_7,2026_rev_9,NA,NA,NA
44072902,rev_7,2026_rev_9,NA,NA,NA
44079100,rev_7,rev_24,NA,rev_25,2025-10-13
44079200,rev_7,rev_24,NA,rev_25,2025-10-13
44079300,rev_7,rev_24,NA,rev_25,2025-10-13
44079400,rev_7,rev_24,NA,rev_25,2025-10-13
44079500,rev_7,rev_24,NA,rev_25,2025-10-13
44079600,rev_7,rev_24,NA,rev_25,2025-10-13
44079700,rev_7,rev_24,NA,rev_25,2025-10-13
44079902,rev_7,rev_24,NA,rev_25,2025-10-13
44081001,rev_7,rev_24,NA,rev_25,2025-10-13
44083101,rev_7,2026_rev_9,NA,NA,NA
44083902,rev_7,2026_rev_9,NA,NA,NA
44089001,rev_7,rev_24,NA,rev_25,2025-10-13
44091005,rev_7,rev_24,NA,rev_25,2025-10-13
44091010,rev_7,rev_24,NA,rev_25,2025-10-13
44091020,rev_7,rev_24,NA,rev_25,2025-10-13
44091040,rev_7,rev_24,NA,rev_25,2025-10-13
44091045,rev_7,rev_24,NA,rev_25,2025-10-13
44091050,rev_7,rev_24,NA,rev_25,2025-10-13
44091060,rev_7,rev_24,NA,rev_25,2025-10-13
44091065,rev_7,rev_24,NA,rev_25,2025-10-13
44091090,rev_7,rev_24,NA,rev_25,2025-10-13
44092105,rev_7,rev_24,NA,rev_25,2025-10-13
44092190,rev_7,rev_24,NA,rev_25,2025-10-13
44092205,rev_7,rev_24,NA,rev_25,2025-10-13
44092210,rev_7,rev_24,NA,rev_25,2025-10-13
44092225,rev_7,rev_24,NA,rev_25,2025-10-13
44092240,rev_7,rev_24,NA,rev_25,2025-10-13
44092250,rev_7,rev_24,NA,rev_25,2025-10-13
44092260,rev_7,rev_24,NA,rev_25,2025-10-13
44092265,rev_7,rev_24,NA,rev_25,2025-10-13
44092290,rev_7,rev_24,NA,rev_25,2025-10-13
44092906,rev_7,rev_24,NA,rev_25,2025-10-13
44092911,rev_7,rev_24,NA,rev_25,2025-10-13
44092926,rev_7,rev_24,NA,rev_25,2025-10-13
44092941,rev_7,rev_24,NA,rev_25,2025-10-13
44092951,rev_7,rev_24,NA,rev_25,2025-10-13
44092961,rev_7,rev_24,NA,rev_25,2025-10-13
44092966,rev_7,rev_24,NA,rev_25,2025-10-13
44092991,rev_7,rev_24,NA,rev_25,2025-10-13
44101100,rev_7,rev_24,NA,rev_25,2025-10-13
44101200,rev_7,rev_24,NA,rev_25,2025-10-13
44101900,rev_7,rev_24,NA,rev_25,2025-10-13
44109000,rev_7,rev_24,NA,rev_25,2025-10-13
44111210,rev_7,rev_24,NA,rev_25,2025-10-13
