hts8,category,country_group,ch99_code,effective_date_start
29299020,pharma,swiss,9903.02.86,2026-01-01
29299050,pharma,eu,9903.02.77,2025-09-25
29299050,pharma,swiss,9903.02.86,2026-01-01
29301001,pharma,eu,9903.02.77,2025-09-25
29301001,pharma,swiss,9903.02.86,2026-01-01
29302020,pharma,eu,9903.02.77,2025-09-25
29302020,pharma,swiss,9903.02.86,2026-01-01
29302090,pharma,eu,9903.02.77,2025-09-25
29302090,pharma,swiss,9903.02.86,2026-01-01
29303060,pharma,eu,9903.02.77,2025-09-25
29303060,pharma,swiss,9903.02.86,2026-01-01
29304000,pharma,eu,9903.02.77,2025-09-25
29304000,pharma,swiss,9903.02.86,2026-01-01
29306000,pharma,eu,9903.02.77,2025-09-25
29306000,pharma,swiss,9903.02.86,2026-01-01
29307000,pharma,eu,9903.02.77,2025-09-25
29307000,pharma,swiss,9903.02.86,2026-01-01
29309029,pharma,eu,9903.02.77,2025-09-25
29309029,pharma,swiss,9903.02.86,2026-01-01
29309049,pharma,eu,9903.02.77,2025-09-25
29309049,pharma,swiss,9903.02.86,2026-01-01
29309092,pharma,eu,9903.02.77,2025-09-25
29309092,pharma,swiss,9903.02.86,2026-01-01
29314100,pharma,eu,9903.02.77,2025-09-25
29314100,pharma,swiss,9903.02.86,2026-01-01
29314200,pharma,eu,9903.02.77,2025-09-25
29314200,pharma,swiss,9903.02.86,2026-01-01
29314300,pharma,eu,9903.02.77,2025-09-25
29314300,pharma,swiss,9903.02.86,2026-01-01
29314400,pharma,eu,9903.02.77,2025-09-25
29314400,pharma,swiss,9903.02.86,2026-01-01
29314500,pharma,eu,9903.02.77,2025-09-25
29314500,pharma,swiss,9903.02.86,2026-01-01
29314600,pharma,eu,9903.02.77,2025-09-25
29314600,pharma,swiss,9903.02.86,2026-01-01
29314700,pharma,eu,9903.02.77,2025-09-25
29314700,pharma,swiss,9903.02.86,2026-01-01
29314800,pharma,eu,9903.02.77,2025-09-25
29314800,pharma,swiss,9903.02.86,2026-01-01
29314900,pharma,eu,9903.02.77,2025-09-25
29314900,pharma,swiss,9903.02.86,2026-01-01
29315100,pharma,eu,9903.02.77,2025-09-25
29315100,pharma,swiss,9903.02.86,2026-01-01
29315200,pharma,eu,9903.02.77,2025-09-25
29315200,pharma,swiss,9903.02.86,2026-01-01
29315300,pharma,eu,9903.02.77,2025-09-25
29315300,pharma,swiss,9903.02.86,2026-01-01
29315400,pharma,eu,9903.02.77,2025-09-25
29315400,pharma,swiss,9903.02.86,2026-01-01
29315900,pharma,eu,9903.02.77,2025-09-25
29315900,pharma,swiss,9903.02.86,2026-01-01
29319022,pharma,eu,9903.02.77,2025-09-25
29319022,pharma,swiss,9903.02.86,2026-01-01
29319030,pharma,eu,9903.02.77,2025-09-25
29319030,pharma,swiss,9903.02.86,2026-01-01
29319060,pharma,eu,9903.02.77,2025-09-25
29319060,pharma,swiss,9903.02.86,2026-01-01
29319090,pharma,eu,9903.02.77,2025-09-25
29319090,pharma,swiss,9903.02.86,2026-01-01
29321100,pharma,eu,9903.02.77,2025-09-25
29321100,pharma,swiss,9903.02.86,2026-01-01
29321400,pharma,eu,9903.02.77,2025-09-25
29321400,pharma,swiss,9903.02.86,2026-01-01
29321910,pharma,eu,9903.02.77,2025-09-25
29321910,pharma,swiss,9903.02.86,2026-01-01
29321951,pharma,eu,9903.02.77,2025-09-25
29321951,pharma,swiss,9903.02.86,2026-01-01
29322005,pharma,eu,9903.02.77,2025-09-25
29322005,pharma,swiss,9903.02.86,2026-01-01
29322020,pharma,eu,9903.02.77,2025-09-25
29322020,pharma,swiss,9903.02.86,2026-01-01
29322025,pharma,eu,9903.02.77,2025-09-25
29322025,pharma,swiss,9903.02.86,2026-01-01
29322030,pharma,eu,9903.02.77,2025-09-25
29322030,pharma,swiss,9903.02.86,2026-01-01
29322045,pharma,eu,9903.02.77,2025-09-25
29322045,pharma,swiss,9903.02.86,2026-01-01
29322050,pharma,eu,9903.02.77,2025-09-25
29322050,pharma,swiss,9903.02.86,2026-01-01
29329500,pharma,eu,9903.02.77,2025-09-25
29329500,pharma,swiss,9903.02.86,2026-01-01
29329904,pharma,eu,9903.02.77,2025-09-25
29329904,pharma,swiss,9903.02.86,2026-01-01
29329908,pharma,eu,9903.02.77,2025-09-25
29329908,pharma,swiss,9903.02.86,2026-01-01
29329921,pharma,eu,9903.02.77,2025-09-25
29329921,pharma,swiss,9903.02.86,2026-01-01
29329932,pharma,eu,9903.02.77,2025-09-25
29329932,pharma,swiss,9903.02.86,2026-01-01
29329935,pharma,eu,9903.02.77,2025-09-25
29329935,pharma,swiss,9903.02.86,2026-01-01
29329939,pharma,eu,9903.02.77,2025-09-25
29329939,pharma,swiss,9903.02.86,2026-01-01
29329955,pharma,eu,9903.02.77,2025-09-25
29329955,pharma,swiss,9903.02.86,2026-01-01
29329961,pharma,eu,9903.02.77,2025-09-25
29329961,pharma,swiss,9903.02.86,2026-01-01
29329970,pharma,eu,9903.02.77,2025-09-25
29329970,pharma,swiss,9903.02.86,2026-01-01
29329990,pharma,eu,9903.02.77,2025-09-25
29329990,pharma,swiss,9903.02.86,2026-01-01
29331100,pharma,eu,9903.02.77,2025-09-25
29331100,pharma,swiss,9903.02.86,2026-01-01
29331908,pharma,eu,9903.02.77,2025-09-25
29331908,pharma,swiss,9903.02.86,2026-01-01
29331935,pharma,eu,9903.02.77,2025-09-25
29331935,pharma,swiss,9903.02.86,2026-01-01
29331937,pharma,eu,9903.02.77,2025-09-25
29331937,pharma,swiss,9903.02.86,2026-01-01
29331943,pharma,eu,9903.02.77,2025-09-25
29331943,pharma,swiss,9903.02.86,2026-01-01
29331945,pharma,eu,9903.02.77,2025-09-25
29331945,pharma,swiss,9903.02.86,2026-01-01
29331990,pharma,eu,9903.02.77,2025-09-25
29331990,pharma,swiss,9903.02.86,2026-01-01
29332100,pharma,eu,9903.02.77,2025-09-25
29332100,pharma,swiss,9903.02.86,2026-01-01
29332905,pharma,eu,9903.02.77,2025-09-25
29332905,pharma,swiss,9903.02.86,2026-01-01
29332910,pharma,eu,9903.02.77,2025-09-25
29332910,pharma,swiss,9903.02.86,2026-01-01
29332920,pharma,eu,9903.02.77,2025-09-25
29332920,pharma,swiss,9903.02.86,2026-01-01
29332935,pharma,eu,9903.02.77,2025-09-25
29332935,pharma,swiss,9903.02.86,2026-01-01
29332943,pharma,eu,9903.02.77,2025-09-25
29332943,pharma,swiss,9903.02.86,2026-01-01
29332945,pharma,eu,9903.02.77,2025-09-25
29332945,pharma,swiss,9903.02.86,2026-01-01
29332960,pharma,eu,9903.02.77,2025-09-25
29332960,pharma,swiss,9903.02.86,2026-01-01
29332990,pharma,eu,9903.02.77,2025-09-25
29332990,pharma,swiss,9903.02.86,2026-01-01
29333100,pharma,eu,9903.02.77,2025-09-25
29333100,pharma,swiss,9903.02.86,2026-01-01
29333301,pharma,eu,9903.02.77,2025-09-25
29333301,pharma,swiss,9903.02.86,2026-01-01
29333400,pharma,eu,9903.02.77,2025-09-25
29333400,pharma,swiss,9903.02.86,2026-01-01
29333500,pharma,eu,9903.02.77,2025-09-25
29333500,pharma,swiss,9903.02.86,2026-01-01
29333600,pharma,eu,9903.02.77,2025-09-25
29333600,pharma,swiss,9903.02.86,2026-01-01
29333700,pharma,eu,9903.02.77,2025-09-25
29333700,pharma,swiss,9903.02.86,2026-01-01
29333908,pharma,eu,9903.02.77,2025-09-25
29333908,pharma,swiss,9903.02.86,2026-01-01
29333910,pharma,eu,9903.02.77,2025-09-25
29333910,pharma,swiss,9903.02.86,2026-01-01
29333920,pharma,eu,9903.02.77,2025-09-25
29333920,pharma,swiss,9903.02.86,2026-01-01
29333921,pharma,eu,9903.02.77,2025-09-25
29333921,pharma,swiss,9903.02.86,2026-01-01
29333923,pharma,eu,9903.02.77,2025-09-25
29333923,pharma,swiss,9903.02.86,2026-01-01
29333925,pharma,eu,9903.02.77,2025-09-25
29333925,pharma,swiss,9903.02.86,2026-01-01
29333927,pharma,eu,9903.02.77,2025-09-25
29333927,pharma,swiss,9903.02.86,2026-01-01
29333931,pharma,eu,9903.02.77,2025-09-25
29333931,pharma,swiss,9903.02.86,2026-01-01
29333941,pharma,eu,9903.02.77,2025-09-25
29333941,pharma,swiss,9903.02.86,2026-01-01
29333961,pharma,eu,9903.02.77,2025-09-25
29333961,pharma,swiss,9903.02.86,2026-01-01
29333992,pharma,eu,9903.02.77,2025-09-25
29333992,pharma,swiss,9903.02.86,2026-01-01
29334100,pharma,eu,9903.02.77,2025-09-25
29334100,pharma,swiss,9903.02.86,2026-01-01
29334920,pharma,eu,9903.02.77,2025-09-25
29334920,pharma,swiss,9903.02.86,2026-01-01
29334926,pharma,eu,9903.02.77,2025-09-25
29334926,pharma,swiss,9903.02.86,2026-01-01
29334960,pharma,eu,9903.02.77,2025-09-25
29334960,pharma,swiss,9903.02.86,2026-01-01
29334970,pharma,eu,9903.02.77,2025-09-25
29334970,pharma,swiss,9903.02.86,2026-01-01
29335300,pharma,eu,9903.02.77,2025-09-25
29335300,pharma,swiss,9903.02.86,2026-01-01
29335400,pharma,eu,9903.02.77,2025-09-25
29335400,pharma,swiss,9903.02.86,2026-01-01
29335500,pharma,eu,9903.02.77,2025-09-25
29335500,pharma,swiss,9903.02.86,2026-01-01
29335910,pharma,eu,9903.02.77,2025-09-25
29335910,pharma,swiss,9903.02.86,2026-01-01
29335915,pharma,eu,9903.02.77,2025-09-25
29335915,pharma,swiss,9903.02.86,2026-01-01
29335918,pharma,eu,9903.02.77,2025-09-25
29335918,pharma,swiss,9903.02.86,2026-01-01
29335921,pharma,eu,9903.02.77,2025-09-25
29335921,pharma,swiss,9903.02.86,2026-01-01
29335922,pharma,eu,9903.02.77,2025-09-25
29335922,pharma,swiss,9903.02.86,2026-01-01
29335936,pharma,eu,9903.02.77,2025-09-25
29335936,pharma,swiss,9903.02.86,2026-01-01
29335946,pharma,eu,9903.02.77,2025-09-25
29335946,pharma,swiss,9903.02.86,2026-01-01
29335953,pharma,eu,9903.02.77,2025-09-25
29335953,pharma,swiss,9903.02.86,2026-01-01
29335959,pharma,eu,9903.02.77,2025-09-25
29335959,pharma,swiss,9903.02.86,2026-01-01
29335970,pharma,eu,9903.02.77,2025-09-25
29335970,pharma,swiss,9903.02.86,2026-01-01
29335980,pharma,eu,9903.02.77,2025-09-25
29335980,pharma,swiss,9903.02.86,2026-01-01
29335985,pharma,eu,9903.02.77,2025-09-25
29335985,pharma,swiss,9903.02.86,2026-01-01
29335995,pharma,eu,9903.02.77,2025-09-25
29335995,pharma,swiss,9903.02.86,2026-01-01
29336950,pharma,eu,9903.02.77,2025-09-25
29336950,pharma,swiss,9903.02.86,2026-01-01
29336960,pharma,eu,9903.02.77,2025-09-25
29336960,pharma,swiss,9903.02.86,2026-01-01
29337200,pharma,eu,9903.02.77,2025-09-25
29337200,pharma,swiss,9903.02.86,2026-01-01
29337904,pharma,eu,9903.02.77,2025-09-25
29337904,pharma,swiss,9903.02.86,2026-01-01
29337908,pharma,eu,9903.02.77,2025-09-25
29337908,pharma,swiss,9903.02.86,2026-01-01
29337915,pharma,eu,9903.02.77,2025-09-25
29337915,pharma,swiss,9903.02.86,2026-01-01
29337920,pharma,eu,9903.02.77,2025-09-25
29337920,pharma,swiss,9903.02.86,2026-01-01
29337930,pharma,eu,9903.02.77,2025-09-25
29337930,pharma,swiss,9903.02.86,2026-01-01
29337940,pharma,eu,9903.02.77,2025-09-25
29337940,pharma,swiss,9903.02.86,2026-01-01
29337985,pharma,eu,9903.02.77,2025-09-25
29337985,pharma,swiss,9903.02.86,2026-01-01
29339100,pharma,eu,9903.02.77,2025-09-25
29339100,pharma,swiss,9903.02.86,2026-01-01
29339901,pharma,eu,9903.02.77,2025-09-25
29339901,pharma,swiss,9903.02.86,2026-01-01
29339902,pharma,eu,9903.02.77,2025-09-25
29339902,pharma,swiss,9903.02.86,2026-01-01
29339905,pharma,eu,9903.02.77,2025-09-25
29339905,pharma,swiss,9903.02.86,2026-01-01
29339906,pharma,eu,9903.02.77,2025-09-25
29339906,pharma,swiss,9903.02.86,2026-01-01
29339908,pharma,eu,9903.02.77,2025-09-25
29339908,pharma,swiss,9903.02.86,2026-01-01
29339911,pharma,eu,9903.02.77,2025-09-25
29339911,pharma,swiss,9903.02.86,2026-01-01
29339912,pharma,eu,9903.02.77,2025-09-25
29339912,pharma,swiss,9903.02.86,2026-01-01
29339914,pharma,eu,9903.02.77,2025-09-25
29339914,pharma,swiss,9903.02.86,2026-01-01
29339916,pharma,eu,9903.02.77,2025-09-25
29339916,pharma,swiss,9903.02.86,2026-01-01
29339917,pharma,eu,9903.02.77,2025-09-25
29339917,pharma,swiss,9903.02.86,2026-01-01
29339922,pharma,eu,9903.02.77,2025-09-25
29339922,pharma,swiss,9903.02.86,2026-01-01
29339924,pharma,eu,9903.02.77,2025-09-25
29339924,pharma,swiss,9903.02.86,2026-01-01
29339926,pharma,eu,9903.02.77,2025-09-25
29339926,pharma,swiss,9903.02.86,2026-01-01
29339942,pharma,eu,9903.02.77,2025-09-25
29339942,pharma,swiss,9903.02.86,2026-01-01
29339946,pharma,eu,9903.02.77,2025-09-25
29339946,pharma,swiss,9903.02.86,2026-01-01
29339951,pharma,eu,9903.02.77,2025-09-25
29339951,pharma,swiss,9903.02.86,2026-01-01
29339953,pharma,eu,9903.02.77,2025-09-25
29339953,pharma,swiss,9903.02.86,2026-01-01
29339955,pharma,eu,9903.02.77,2025-09-25
29339955,pharma,swiss,9903.02.86,2026-01-01
29339958,pharma,eu,9903.02.77,2025-09-25
29339958,pharma,swiss,9903.02.86,2026-01-01
29339961,pharma,eu,9903.02.77,2025-09-25
29339961,pharma,swiss,9903.02.86,2026-01-01
29339965,pharma,eu,9903.02.77,2025-09-25
29339965,pharma,swiss,9903.02.86,2026-01-01
29339970,pharma,eu,9903.02.77,2025-09-25
29339970,pharma,swiss,9903.02.86,2026-01-01
29339975,pharma,eu,9903.02.77,2025-09-25
29339975,pharma,swiss,9903.02.86,2026-01-01
29339979,pharma,eu,9903.02.77,2025-09-25
29339979,pharma,swiss,9903.02.86,2026-01-01
29339982,pharma,eu,9903.02.77,2025-09-25
29339982,pharma,swiss,9903.02.86,2026-01-01
29339985,pharma,eu,9903.02.77,2025-09-25
29339985,pharma,swiss,9903.02.86,2026-01-01
29339989,pharma,eu,9903.02.77,2025-09-25
29339989,pharma,swiss,9903.02.86,2026-01-01
29339990,pharma,eu,9903.02.77,2025-09-25
29339990,pharma,swiss,9903.02.86,2026-01-01
29339997,pharma,eu,9903.02.77,2025-09-25
29339997,pharma,swiss,9903.02.86,2026-01-01
29341010,pharma,eu,9903.02.77,2025-09-25
29341010,pharma,swiss,9903.02.86,2026-01-01
29341020,pharma,eu,9903.02.77,2025-09-25
29341020,pharma,swiss,9903.02.86,2026-01-01
29341070,pharma,eu,9903.02.77,2025-09-25
29341070,pharma,swiss,9903.02.86,2026-01-01
29341090,pharma,eu,9903.02.77,2025-09-25
29341090,pharma,swiss,9903.02.86,2026-01-01
29342040,pharma,eu,9903.02.77,2025-09-25
29342040,pharma,swiss,9903.02.86,2026-01-01
29342080,pharma,eu,9903.02.77,2025-09-25
29342080,pharma,swiss,9903.02.86,2026-01-01
29343018,pharma,eu,9903.02.77,2025-09-25
29343018,pharma,swiss,9903.02.86,2026-01-01
29343023,pharma,eu,9903.02.77,2025-09-25
29343023,pharma,swiss,9903.02.86,2026-01-01
29343027,pharma,eu,9903.02.77,2025-09-25
29343027,pharma,swiss,9903.02.86,2026-01-01
29343043,pharma,eu,9903.02.77,2025-09-25
29343043,pharma,swiss,9903.02.86,2026-01-01
29343050,pharma,eu,9903.02.77,2025-09-25
29343050,pharma,swiss,9903.02.86,2026-01-01
29349100,pharma,eu,9903.02.77,2025-09-25
29349100,pharma,swiss,9903.02.86,2026-01-01
29349200,pharma,eu,9903.02.77,2025-09-25
29349200,pharma,swiss,9903.02.86,2026-01-01
29349901,pharma,eu,9903.02.77,2025-09-25
29349901,pharma,swiss,9903.02.86,2026-01-01
29349903,pharma,eu,9903.02.77,2025-09-25
29349903,pharma,swiss,9903.02.86,2026-01-01
29349905,pharma,eu,9903.02.77,2025-09-25
29349905,pharma,swiss,9903.02.86,2026-01-01
29349906,pharma,eu,9903.02.77,2025-09-25
29349906,pharma,swiss,9903.02.86,2026-01-01
29349907,pharma,eu,9903.02.77,2025-09-25
29349907,pharma,swiss,9903.02.86,2026-01-01
29349908,pharma,eu,9903.02.77,2025-09-25
29349908,pharma,swiss,9903.02.86,2026-01-01
29349909,pharma,eu,9903.02.77,2025-09-25
29349909,pharma,swiss,9903.02.86,2026-01-01
29349911,pharma,eu,9903.02.77,2025-09-25
29349911,pharma,swiss,9903.02.86,2026-01-01
29349912,pharma,eu,9903.02.77,2025-09-25
29349912,pharma,swiss,9903.02.86,2026-01-01
29349915,pharma,eu,9903.02.77,2025-09-25
29349915,pharma,swiss,9903.02.86,2026-01-01
29349916,pharma,eu,9903.02.77,2025-09-25
29349916,pharma,swiss,9903.02.86,2026-01-01
29349918,pharma,eu,9903.02.77,2025-09-25
29349918,pharma,swiss,9903.02.86,2026-01-01
29349920,pharma,eu,9903.02.77,2025-09-25
29349920,pharma,swiss,9903.02.86,2026-01-01
29349930,pharma,eu,9903.02.77,2025-09-25
29349930,pharma,swiss,9903.02.86,2026-01-01
29349939,pharma,eu,9903.02.77,2025-09-25
29349939,pharma,swiss,9903.02.86,2026-01-01
29349944,pharma,eu,9903.02.77,2025-09-25
29349944,pharma,swiss,9903.02.86,2026-01-01
29349947,pharma,eu,9903.02.77,2025-09-25
29349947,pharma,swiss,9903.02.86,2026-01-01
29349970,pharma,eu,9903.02.77,2025-09-25
29349970,pharma,swiss,9903.02.86,2026-01-01
29349990,pharma,eu,9903.02.77,2025-09-25
29349990,pharma,swiss,9903.02.86,2026-01-01
29359006,pharma,eu,9903.02.77,2025-09-25
29359006,pharma,swiss,9903.02.86,2026-01-01
29359029,pharma,eu,9903.02.77,2025-09-25
29359029,pharma,swiss,9903.02.86,2026-01-01
29359030,pharma,eu,9903.02.77,2025-09-25
29359030,pharma,swiss,9903.02.86,2026-01-01
29359032,pharma,eu,9903.02.77,2025-09-25
29359032,pharma,swiss,9903.02.86,2026-01-01
29359033,pharma,eu,9903.02.77,2025-09-25
29359033,pharma,swiss,9903.02.86,2026-01-01
29359042,pharma,eu,9903.02.77,2025-09-25
29359042,pharma,swiss,9903.02.86,2026-01-01
29359048,pharma,eu,9903.02.77,2025-09-25
29359048,pharma,swiss,9903.02.86,2026-01-01
29359060,pharma,eu,9903.02.77,2025-09-25
29359060,pharma,swiss,9903.02.86,2026-01-01
29359075,pharma,eu,9903.02.77,2025-09-25
29359075,pharma,swiss,9903.02.86,2026-01-01
29359095,pharma,eu,9903.02.77,2025-09-25
29359095,pharma,swiss,9903.02.86,2026-01-01
29362100,pharma,eu,9903.02.77,2025-09-25
29362100,pharma,swiss,9903.02.86,2026-01-01
29362200,pharma,eu,9903.02.77,2025-09-25
29362200,pharma,swiss,9903.02.86,2026-01-01
29362300,pharma,eu,9903.02.77,2025-09-25
29362300,pharma,swiss,9903.02.86,2026-01-01
29362401,pharma,eu,9903.02.77,2025-09-25
29362401,pharma,swiss,9903.02.86,2026-01-01
29362500,pharma,eu,9903.02.77,2025-09-25
29362500,pharma,swiss,9903.02.86,2026-01-01
29362600,pharma,eu,9903.02.77,2025-09-25
29362600,pharma,swiss,9903.02.86,2026-01-01
29362700,pharma,eu,9903.02.77,2025-09-25
29362700,pharma,swiss,9903.02.86,2026-01-01
29362800,pharma,eu,9903.02.77,2025-09-25
29362800,pharma,swiss,9903.02.86,2026-01-01
29362910,pharma,eu,9903.02.77,2025-09-25
29362910,pharma,swiss,9903.02.86,2026-01-01
29362916,pharma,eu,9903.02.77,2025-09-25
29362916,pharma,swiss,9903.02.86,2026-01-01
29362920,pharma,eu,9903.02.77,2025-09-25
29362920,pharma,swiss,9903.02.86,2026-01-01
29362950,pharma,eu,9903.02.77,2025-09-25
29362950,pharma,swiss,9903.02.86,2026-01-01
29369001,pharma,eu,9903.02.77,2025-09-25
29369001,pharma,swiss,9903.02.86,2026-01-01
29371100,pharma,eu,9903.02.77,2025-09-25
29371100,pharma,swiss,9903.02.86,2026-01-01
29371200,pharma,eu,9903.02.77,2025-09-25
29371200,pharma,swiss,9903.02.86,2026-01-01
29371900,pharma,eu,9903.02.77,2025-09-25
29371900,pharma,swiss,9903.02.86,2026-01-01
29372100,pharma,eu,9903.02.77,2025-09-25
29372100,pharma,swiss,9903.02.86,2026-01-01
29372200,pharma,eu,9903.02.77,2025-09-25
29372200,pharma,swiss,9903.02.86,2026-01-01
29372310,pharma,eu,9903.02.77,2025-09-25
29372310,pharma,swiss,9903.02.86,2026-01-01
29372325,pharma,eu,9903.02.77,2025-09-25
29372325,pharma,swiss,9903.02.86,2026-01-01
29372350,pharma,eu,9903.02.77,2025-09-25
29372350,pharma,swiss,9903.02.86,2026-01-01
29372910,pharma,eu,9903.02.77,2025-09-25
29372910,pharma,swiss,9903.02.86,2026-01-01
29372990,pharma,eu,9903.02.77,2025-09-25
29372990,pharma,swiss,9903.02.86,2026-01-01
29375000,pharma,eu,9903.02.77,2025-09-25
29375000,pharma,swiss,9903.02.86,2026-01-01
29379005,pharma,eu,9903.02.77,2025-09-25
29379005,pharma,swiss,9903.02.86,2026-01-01
29379010,pharma,eu,9903.02.77,2025-09-25
29379010,pharma,swiss,9903.02.86,2026-01-01
29379020,pharma,eu,9903.02.77,2025-09-25
29379020,pharma,swiss,9903.02.86,2026-01-01
29379040,pharma,eu,9903.02.77,2025-09-25
29379040,pharma,swiss,9903.02.86,2026-01-01
29379045,pharma,eu,9903.02.77,2025-09-25
29379045,pharma,swiss,9903.02.86,2026-01-01
29379090,pharma,eu,9903.02.77,2025-09-25
29379090,pharma,swiss,9903.02.86,2026-01-01
29381000,pharma,eu,9903.02.77,2025-09-25
29381000,pharma,swiss,9903.02.86,2026-01-01
29389000,pharma,eu,9903.02.77,2025-09-25
29389000,pharma,swiss,9903.02.86,2026-01-01
29391100,pharma,eu,9903.02.77,2025-09-25
29391100,pharma,swiss,9903.02.86,2026-01-01
29391910,pharma,eu,9903.02.77,2025-09-25
29391910,pharma,swiss,9903.02.86,2026-01-01
29391920,pharma,eu,9903.02.77,2025-09-25
29391920,pharma,swiss,9903.02.86,2026-01-01
29391950,pharma,eu,9903.02.77,2025-09-25
29391950,pharma,swiss,9903.02.86,2026-01-01
29392000,pharma,eu,9903.02.77,2025-09-25
29392000,pharma,swiss,9903.02.86,2026-01-01
29393000,pharma,eu,9903.02.77,2025-09-25
29393000,pharma,swiss,9903.02.86,2026-01-01
29394100,pharma,eu,9903.02.77,2025-09-25
29394100,pharma,swiss,9903.02.86,2026-01-01
29394200,pharma,eu,9903.02.77,2025-09-25
29394200,pharma,swiss,9903.02.86,2026-01-01
29394300,pharma,eu,9903.02.77,2025-09-25
29394300,pharma,swiss,9903.02.86,2026-01-01
29394400,pharma,eu,9903.02.77,2025-09-25
29394400,pharma,swiss,9903.02.86,2026-01-01
29394500,pharma,eu,9903.02.77,2025-09-25
29394500,pharma,swiss,9903.02.86,2026-01-01
29394903,pharma,eu,9903.02.77,2025-09-25
29394903,pharma,swiss,9903.02.86,2026-01-01
29395100,pharma,eu,9903.02.77,2025-09-25
29395100,pharma,swiss,9903.02.86,2026-01-01
29395900,pharma,eu,9903.02.77,2025-09-25
29395900,pharma,swiss,9903.02.86,2026-01-01
29396100,pharma,eu,9903.02.77,2025-09-25
29396100,pharma,swiss,9903.02.86,2026-01-01
29396200,pharma,eu,9903.02.77,2025-09-25
29396200,pharma,swiss,9903.02.86,2026-01-01
29396300,pharma,eu,9903.02.77,2025-09-25
29396300,pharma,swiss,9903.02.86,2026-01-01
29396900,pharma,eu,9903.02.77,2025-09-25
29396900,pharma,swiss,9903.02.86,2026-01-01
29397200,pharma,eu,9903.02.77,2025-09-25
29397200,pharma,swiss,9903.02.86,2026-01-01
29397900,pharma,eu,9903.02.77,2025-09-25
29397900,pharma,swiss,9903.02.86,2026-01-01
29398000,pharma,eu,9903.02.77,2025-09-25
29398000,pharma,swiss,9903.02.86,2026-01-01
29400060,pharma,eu,9903.02.77,2025-09-25
29400060,pharma,swiss,9903.02.86,2026-01-01
29411010,pharma,eu,9903.02.77,2025-09-25
29411010,pharma,swiss,9903.02.86,2026-01-01
29411020,pharma,eu,9903.02.77,2025-09-25
29411020,pharma,swiss,9903.02.86,2026-01-01
29411030,pharma,eu,9903.02.77,2025-09-25
29411030,pharma,swiss,9903.02.86,2026-01-01
29411050,pharma,eu,9903.02.77,2025-09-25
29411050,pharma,swiss,9903.02.86,2026-01-01
29412050,pharma,eu,9903.02.77,2025-09-25
29412050,pharma,swiss,9903.02.86,2026-01-01
29413000,pharma,eu,9903.02.77,2025-09-25
29413000,pharma,swiss,9903.02.86,2026-01-01
29414000,pharma,eu,9903.02.77,2025-09-25
29414000,pharma,swiss,9903.02.86,2026-01-01
29415000,pharma,eu,9903.02.77,2025-09-25
29415000,pharma,swiss,9903.02.86,2026-01-01
29419010,pharma,eu,9903.02.77,2025-09-25
29419010,pharma,swiss,9903.02.86,2026-01-01
29419030,pharma,eu,9903.02.77,2025-09-25
29419030,pharma,swiss,9903.02.86,2026-01-01
29419050,pharma,eu,9903.02.77,2025-09-25
29419050,pharma,swiss,9903.02.86,2026-01-01
29420003,pharma,eu,9903.02.77,2025-09-25
29420003,pharma,swiss,9903.02.86,2026-01-01
29420005,pharma,eu,9903.02.77,2025-09-25
29420005,pharma,swiss,9903.02.86,2026-01-01
29420010,pharma,eu,9903.02.77,2025-09-25
29420010,pharma,swiss,9903.02.86,2026-01-01
29420035,pharma,eu,9903.02.77,2025-09-25
29420035,pharma,swiss,9903.02.86,2026-01-01
29420050,pharma,eu,9903.02.77,2025-09-25
29420050,pharma,swiss,9903.02.86,2026-01-01
30012000,pharma,eu,9903.02.77,2025-09-25
30012000,pharma,swiss,9903.02.86,2026-01-01
30019001,pharma,eu,9903.02.77,2025-09-25
30019001,pharma,swiss,9903.02.86,2026-01-01
30021200,pharma,eu,9903.02.77,2025-09-25
30021200,pharma,swiss,9903.02.86,2026-01-01
30021300,pharma,eu,9903.02.77,2025-09-25
30021300,pharma,swiss,9903.02.86,2026-01-01
30021400,pharma,eu,9903.02.77,2025-09-25
30021400,pharma,swiss,9903.02.86,2026-01-01
30021500,pharma,eu,9903.02.77,2025-09-25
30021500,pharma,swiss,9903.02.86,2026-01-01
30024100,pharma,eu,9903.02.77,2025-09-25
30024100,pharma,swiss,9903.02.86,2026-01-01
30024200,pharma,eu,9903.02.77,2025-09-25
30024200,pharma,swiss,9903.02.86,2026-01-01
30024900,pharma,eu,9903.02.77,2025-09-25
30024900,pharma,swiss,9903.02.86,2026-01-01
30025100,pharma,eu,9903.02.77,2025-09-25
30025100,pharma,swiss,9903.02.86,2026-01-01
30025900,pharma,eu,9903.02.77,2025-09-25
30025900,pharma,swiss,9903.02.86,2026-01-01
30029010,pharma,eu,9903.02.77,2025-09-25
30029010,pharma,swiss,9903.02.86,2026-01-01
30029052,pharma,eu,9903.02.77,2025-09-25
30029052,pharma,swiss,9903.02.86,2026-01-01
30031000,pharma,eu,9903.02.77,2025-09-25
30031000,pharma,swiss,9903.02.86,2026-01-01
30032000,pharma,eu,9903.02.77,2025-09-25
30032000,pharma,swiss,9903.02.86,2026-01-01
30033100,pharma,eu,9903.02.77,2025-09-25
30033100,pharma,swiss,9903.02.86,2026-01-01
30033910,pharma,eu,9903.02.77,2025-09-25
30033910,pharma,swiss,9903.02.86,2026-01-01
30033950,pharma,eu,9903.02.77,2025-09-25
