hts10,effective_date_start,effective_date_end
4412914100,NA,2025-10-13
4412915100,NA,2025-10-13
4412915105,NA,2025-10-13
4412915115,NA,2025-10-13
4412920700,NA,2025-10-13
4412921120,NA,2025-10-13
4412921130,NA,2025-10-13
4412921140,NA,2025-10-13
4412923120,NA,2025-10-13
4412923150,NA,2025-10-13
4412923160,NA,2025-10-13
4412923170,NA,2025-10-13
4412924200,NA,2025-10-13
4412925205,NA,2025-10-13
4412925215,NA,2025-10-13
4412995800,NA,2025-10-13
4412996100,NA,2025-10-13
4412997100,NA,2025-10-13
4412998100,NA,2025-10-13
4412999100,NA,2025-10-13
4412999700,NA,2025-10-13
4413000000,NA,2025-10-13
4703110000,2025-09-08,NA
4703210000,2025-09-08,NA
4703210020,2025-09-08,NA
4703210040,2025-09-08,NA
4703290000,2025-09-08,NA
4703290020,2025-09-08,NA
4703290040,2025-09-08,NA
4820200000,NA,NA
4901100000,NA,NA
4901100020,NA,NA
4901100040,NA,NA
4901910000,NA,NA
4901910020,NA,NA
4901910040,NA,NA
4901990000,NA,NA
4901990010,NA,NA
4901990020,NA,NA
4901990030,NA,NA
4901990040,NA,NA
4901990050,NA,NA
4901990060,NA,NA
4901990065,NA,NA
4901990070,NA,NA
4901990075,NA,NA
4901990091,NA,NA
4901990092,NA,NA
4901990093,NA,NA
4902100000,NA,NA
4902901000,NA,NA
4902902000,NA,NA
4902902020,NA,NA
4902902040,NA,NA
4902902060,NA,NA
4903000000,NA,NA
4904000000,NA,NA
4904000020,NA,NA
4904000040,NA,NA
4905200000,NA,NA
4905902000,NA,NA
4905906000,NA,NA
4906000000,NA,NA
4907000000,NA,NA
4908100000,NA,NA
4908900000,NA,NA
4909002000,NA,NA
4909004000,NA,NA
4910002000,NA,NA
4910004000,NA,NA
4910006000,NA,NA
4911100000,NA,NA
4911100020,NA,NA
4911100040,NA,NA
4911100060,NA,NA
4911100080,NA,NA
4911911000,NA,NA
4911911500,NA,NA
4911912020,NA,NA
4911912040,NA,NA
4911913000,NA,NA
4911914020,NA,NA
4911914040,NA,NA
4911992000,NA,NA
4911996000,NA,NA
4911998000,NA,NA
7106911000,NA,NA
7106911010,NA,NA
7106911020,NA,NA
7108110000,2025-09-08,NA
7108121000,NA,NA
7108121013,NA,NA
7108121017,NA,NA
7108121020,NA,NA
7108125000,2025-09-08,NA
7108125010,2025-09-08,NA
7108125050,2025-09-08,NA
7108131000,2025-09-08,NA
7108135500,2025-09-08,NA
7108137000,2025-09-08,NA
7108200000,2025-09-08,NA
7110110000,NA,NA
7110110010,NA,NA
7110110020,NA,NA
7110110050,NA,NA
7110190000,NA,NA
7110210000,NA,NA
7110290000,NA,NA
7110310000,NA,NA
7110390000,NA,NA
7110410000,NA,NA
7110410010,NA,NA
7110410020,NA,NA
7110410030,NA,NA
7110410050,NA,NA
7110490000,NA,NA
7110490010,NA,NA
7110490050,NA,NA
7112920100,NA,NA
7115900500,2025-09-08,NA
7115900530,2025-09-08,NA
7115900560,2025-09-08,NA
7115900590,2025-09-08,NA
7115903000,2025-09-08,NA
7118900000,NA,NA
7118900011,NA,NA
7118900019,NA,NA
7118900020,NA,NA
7118900055,NA,NA
7202111000,NA,NA
7202115000,NA,NA
7202191000,NA,NA
7202195000,NA,NA
7202300000,NA,NA
7202410000,NA,NA
7202491000,NA,NA
7202495000,NA,NA
7202495010,NA,NA
7202495090,NA,NA
7202500000,NA,NA
7202600000,2025-09-08,NA
7202800000,NA,NA
7202910000,NA,NA
7202934000,NA,NA
7202938000,NA,NA
7204210000,NA,NA
7401000000,NA,NA
7402000000,NA,NA
7403110000,NA,NA
7403120000,NA,NA
7403130000,NA,NA
7403190000,NA,NA
7403210000,NA,NA
7403220000,NA,NA
7403290100,NA,NA
7403290110,NA,NA
7403290180,NA,NA
7404003000,NA,NA
7404003020,NA,NA
7404003045,NA,NA
7404003055,NA,NA
7404003065,NA,NA
7404003090,NA,NA
7404006000,NA,NA
7404006020,NA,NA
7404006045,NA,NA
7404006055,NA,NA
7404006065,NA,NA
7404006090,NA,NA
7405001000,NA,NA
7405006000,NA,NA
7405006030,NA,NA
7405006050,NA,NA
7406100000,NA,2025-07-31
7406200000,NA,2025-07-31
7407101500,NA,2025-07-31
7407103000,NA,2025-07-31
7407105010,NA,2025-07-31
7407105050,NA,2025-07-31
7407211500,NA,2025-07-31
7407213000,NA,2025-07-31
7407215000,NA,2025-07-31
7407217000,NA,2025-07-31
7407219000,NA,2025-07-31
7407291610,NA,2025-07-31
7407291680,NA,2025-07-31
7407293400,NA,2025-07-31
7407293800,NA,2025-07-31
7407294000,NA,2025-07-31
7407295000,NA,2025-07-31
7408113000,NA,2025-07-31
7408116000,NA,2025-07-31
7408190030,NA,2025-07-31
7408190060,NA,2025-07-31
7408210000,NA,2025-07-31
7408221000,NA,2025-07-31
7408225000,NA,2025-07-31
7408291000,NA,2025-07-31
7408295000,NA,2025-07-31
7409111000,NA,2025-07-31
7409115010,NA,2025-07-31
7409115050,NA,2025-07-31
7409191000,NA,2025-07-31
7409195000,NA,2025-07-31
7409199000,NA,2025-07-31
7409210010,NA,2025-07-31
7409210050,NA,2025-07-31
7409210075,NA,2025-07-31
7409210090,NA,2025-07-31
7409290010,NA,2025-07-31
7409290050,NA,2025-07-31
7409290075,NA,2025-07-31
7409290090,NA,2025-07-31
7409311000,NA,2025-07-31
7409315000,NA,2025-07-31
7409319000,NA,2025-07-31
7409391030,NA,2025-07-31
7409391060,NA,2025-07-31
7409395000,NA,2025-07-31
7409399030,NA,2025-07-31
7409399060,NA,2025-07-31
7409400000,NA,2025-07-31
7409901030,NA,2025-07-31
7409901060,NA,2025-07-31
7409905030,NA,2025-07-31
7409905060,NA,2025-07-31
7409909030,NA,2025-07-31
7409909060,NA,2025-07-31
7410110000,NA,2025-07-31
7410120030,NA,2025-07-31
7410120060,NA,2025-07-31
7410213020,NA,2025-07-31
7410213040,NA,2025-07-31
7410213060,NA,2025-07-31
7410216000,NA,2025-07-31
7410220000,NA,2025-07-31
7411101030,NA,2025-07-31
7411101090,NA,2025-07-31
7411105000,NA,2025-07-31
7411211000,NA,2025-07-31
7411215000,NA,2025-07-31
7411220000,NA,2025-07-31
7411291000,NA,2025-07-31
7411295000,NA,2025-07-31
7412100000,NA,2025-07-31
7412200015,NA,2025-07-31
7412200025,NA,2025-07-31
7412200035,NA,2025-07-31
7412200045,NA,2025-07-31
7412200065,NA,2025-07-31
7412200085,NA,2025-07-31
7412200090,NA,2025-07-31
7413001000,NA,2025-07-31
7413005000,NA,2025-07-31
7413009000,NA,2025-07-31
7415100000,NA,2025-07-31
7415210000,NA,2025-07-31
7415290000,NA,2025-07-31
7415330500,NA,2025-07-31
7415331000,NA,2025-07-31
7415338010,NA,2025-07-31
7415338050,NA,2025-07-31
7415390000,NA,2025-07-31
7418100002,NA,2025-07-31
7418100004,NA,2025-07-31
7418100019,NA,2025-07-31
7418100021,NA,2025-07-31
7418100023,NA,2025-07-31
7418100025,NA,2025-07-31
7418100051,NA,2025-07-31
7418100053,NA,2025-07-31
7418100055,NA,2025-07-31
7418201000,NA,2025-07-31
7418205000,NA,2025-07-31
7419200010,NA,2025-07-31
7419200050,NA,2025-07-31
7419800300,NA,2025-07-31
7419800660,NA,2025-07-31
7419800680,NA,2025-07-31
7419800900,NA,2025-07-31
7419801500,NA,2025-07-31
7419801600,NA,2025-07-31
7419801700,NA,2025-07-31
7419803000,NA,2025-07-31
7419805010,NA,2025-07-31
7419805050,NA,2025-07-31
7501100000,2025-09-08,NA
7502100000,2025-09-08,NA
7502200000,2025-09-08,NA
7503000000,2025-09-08,NA
7504000000,2025-09-08,NA
7504000010,2025-09-08,NA
7504000050,2025-09-08,NA
7508905000,NA,NA
7901110000,NA,NA
7901121000,NA,NA
7901125000,NA,NA
7901200000,NA,NA
7902000000,NA,NA
7903903000,2025-09-08,NA
7907006000,NA,NA
8001100000,NA,NA
8001200000,NA,NA
8001200010,NA,NA
8001200050,NA,NA
8001200090,NA,NA
8002000000,NA,NA
8007005000,NA,NA
8101100000,NA,NA
8101970000,NA,NA
8103200000,NA,NA
8103200030,NA,NA
8103200090,NA,NA
8103300000,NA,NA
8103910000,NA,NA
8103990000,NA,NA
8104110000,NA,NA
8104190000,NA,NA
8104200000,NA,NA
8104300000,NA,NA
8104900000,NA,NA
8105203000,NA,NA
8105206000,NA,NA
8105209000,NA,NA
8105300000,NA,NA
8105900000,NA,NA
8106100000,NA,NA
8106900000,NA,NA
8108200000,NA,NA
8108200010,NA,NA
8108200015,NA,NA
8108200030,NA,NA
8108200095,NA,NA
8108300000,NA,NA
8108903000,NA,NA
8108903030,NA,NA
8108903060,NA,NA
8108906000,NA,NA
8108906020,NA,NA
8108906031,NA,NA
8108906045,NA,NA
8108906060,NA,NA
8108906075,NA,NA
8110100000,NA,NA
8110200000,NA,NA
8110900000,NA,NA
8111004700,NA,NA
8111004900,NA,NA
8111004910,NA,NA
8111004990,NA,NA
8112210000,NA,NA
8112220000,NA,NA
8112290000,NA,NA
8112411000,NA,NA
8112415000,NA,NA
8112490000,NA,NA
8112590000,NA,NA
8112921000,NA,NA
8112923000,NA,NA
8112924000,NA,NA
8112926000,NA,NA
8112926500,NA,NA
8112991000,NA,NA
8112999100,NA,NA
8471300100,2025-04-05,NA
8471410100,2025-04-05,NA
8471410110,2025-04-05,NA
8471410150,2025-04-05,NA
8471490000,2025-04-05,NA
8471500100,2025-04-05,NA
8471500110,2025-04-05,NA
8471500150,2025-04-05,NA
8471601000,2025-04-05,NA
8471601010,2025-04-05,NA
8471601050,2025-04-05,NA
8471602000,2025-04-05,NA
8471607000,2025-04-05,NA
8471608000,2025-04-05,NA
8471609000,2025-04-05,NA
8471609030,2025-04-05,NA
8471609050,2025-04-05,NA
8471701000,2025-04-05,NA
8471702000,2025-04-05,NA
8471703000,2025-04-05,NA
8471704000,2025-04-05,NA
8471704035,2025-04-05,NA
8471704065,2025-04-05,NA
8471704095,2025-04-05,NA
8471705000,2025-04-05,NA
8471705035,2025-04-05,NA
8471705065,2025-04-05,NA
8471705095,2025-04-05,NA
8471706000,2025-04-05,NA
8471709000,2025-04-05,NA
8471801000,2025-04-05,NA
8471804000,2025-04-05,NA
8471809000,2025-04-05,NA
8471900000,2025-04-05,NA
8473301140,2025-04-05,NA
8473301180,2025-04-05,NA
8473302000,2025-04-05,NA
8473305100,2025-04-05,NA
8473309100,2025-04-05,NA
8486100000,2025-04-05,NA
8486200000,2025-04-05,NA
8486300000,2025-04-05,NA
8486400010,2025-04-05,NA
8486400020,2025-04-05,NA
8486400030,2025-04-05,NA
8486900000,2025-04-05,NA
8505110010,2025-09-08,NA
8505110030,2025-09-08,NA
8505110050,2025-09-08,NA
8505110070,2025-09-08,NA
850511007000,2025-09-08,NA
8505110090,2025-09-08,NA
8517130000,2025-04-05,NA
8517620000,2025-04-05,NA
8517620010,2025-04-05,NA
8517620020,2025-04-05,NA
8517620090,2025-04-05,NA
8523510000,2025-04-05,NA
8524111000,2025-04-05,NA
8524119000,2025-04-05,NA
8524120000,2025-04-05,NA
8524190000,2025-04-05,NA
8524911000,2025-04-05,NA
8524919000,2025-04-05,NA
8524920000,2025-04-05,NA
8524990000,2025-04-05,NA
8528520000,2025-04-05,NA
8541100000,NA,NA
8541100040,NA,NA
8541100050,NA,NA
8541100060,NA,NA
8541100070,NA,NA
8541100080,NA,NA
8541210000,NA,NA
8541210040,NA,NA
8541210075,NA,NA
8541210095,NA,NA
8541290000,NA,NA
8541290040,NA,NA
8541290055,NA,NA
8541290065,NA,NA
8541290075,NA,NA
8541290085,NA,NA
8541290095,NA,NA
8541300000,NA,NA
8541300040,NA,NA
8541300080,NA,NA
8541410000,2025-09-08,NA
8541491000,NA,NA
8541491010,NA,NA
8541491050,NA,NA
8541497000,NA,NA
8541497040,NA,NA
8541497080,NA,NA
8541498000,NA,NA
8541499500,NA,NA
8541510000,NA,NA
8541590000,NA,NA
8541590040,NA,NA
8541590080,NA,NA
8541900000,NA,NA
8541900010,NA,NA
8541900080,NA,NA
8542310000,NA,NA
8542310015,NA,NA
8542310020,NA,NA
8542310025,NA,NA
8542310030,NA,NA
8542310035,NA,NA
8542310040,NA,NA
8542310045,NA,NA
8542310050,NA,NA
8542310055,NA,NA
8542310060,NA,NA
8542310065,NA,NA
8542310070,NA,NA
8542310075,NA,NA
8542320000,NA,NA
8542320002,NA,NA
8542320024,NA,NA
8542320028,NA,NA
8542320032,NA,NA
8542320036,NA,NA
8542320041,NA,NA
8542320051,NA,NA
8542320061,NA,NA
8542320071,NA,NA
8542330000,NA,NA
8542330001,NA,NA
8542390000,NA,NA
8542390010,NA,NA
8542390020,NA,NA
8542390030,NA,NA
8542390040,NA,NA
8542390050,NA,NA
8542390070,NA,NA
8542390090,NA,NA
8542900000,NA,NA
9701210000,NA,NA
9701220000,NA,NA
9701290000,NA,NA
9701910000,NA,NA
9701920000,NA,NA
9701990000,NA,NA
9702100000,NA,NA
9702900000,NA,NA
9703100000,NA,NA
9703900000,NA,NA
9704000000,NA,NA
9705100010,NA,NA
9705100020,NA,NA
9705100090,NA,NA
9705210000,NA,NA
9705220000,NA,NA
9705290000,NA,NA
9705310001,NA,NA
9705310010,NA,NA
9705310040,NA,NA
9705310050,NA,NA
9705310065,NA,NA
9705390010,NA,NA
9705390040,NA,NA
9706100020,NA,NA
9706100040,NA,NA
9706100060,NA,NA
9706900020,NA,NA
9706900040,NA,NA
9706900060,NA,NA
9801001010,NA,NA
9801001012,NA,NA
9801001015,NA,NA
9801001026,NA,NA
9801001027,NA,NA
9801001028,NA,NA
9801001029,NA,NA
9801001030,NA,NA
9801001031,NA,NA
9801001035,NA,NA
9801001037,NA,NA
9801001043,NA,NA
9801001045,NA,NA
9801001049,NA,NA
9801001051,NA,NA
9801001053,NA,NA
9801001055,NA,NA
9801001059,NA,NA
9801001063,NA,NA
9801001064,NA,NA
9801001065,NA,NA
9801001066,NA,NA
9801001067,NA,NA
9801001069,NA,NA
9801001074,NA,NA
9801001075,NA,NA
9801001077,NA,NA
9801001079,NA,NA
9801001089,NA,NA
9801001090,NA,NA
9801001092,NA,NA
9801001094,NA,NA
9801001097,NA,NA
9801001098,NA,NA
9801001100,NA,NA
9801002000,NA,NA
9801002500,NA,NA
9801002600,NA,NA
9801003000,NA,NA
9801004000,NA,NA
9801005000,NA,NA
9801006000,NA,NA
9801006500,NA,NA
9801007000,NA,NA
9801008010,NA,NA
9801008020,NA,NA
9801008030,NA,NA
9801008040,NA,NA
9801008090,NA,NA
9801008500,NA,NA
9801009000,NA,NA
9802002000,NA,NA
9802004000,NA,NA
9802004020,NA,NA
9802004040,NA,NA
9802005000,NA,NA
9802005010,NA,NA
9802005030,NA,NA
9802005060,NA,NA
9802006000,NA,NA
9802008000,NA,NA
9802008015,NA,NA
9802008016,NA,NA
9802008040,NA,NA
9802008042,NA,NA
9802008044,NA,NA
9802008046,NA,NA
9802008048,NA,NA
9802008069,NA,NA
9802009100,NA,NA
9803005000,NA,NA
9804000500,NA,NA
9804001000,NA,NA
9804001500,NA,NA
9804002000,NA,NA
9804002500,NA,NA
9804003000,NA,NA
9804003500,NA,NA
9804004000,NA,NA
9804004500,NA,NA
9804005000,NA,NA
9804005500,NA,NA
9804006000,NA,NA
9804006500,NA,NA
9804007000,NA,NA
9804007200,NA,NA
9804007500,NA,NA
9804008000,NA,NA
9804008500,NA,NA
9805005000,NA,NA
9806000500,NA,NA
9806001000,NA,NA
9806001500,NA,NA
9806002000,NA,NA
9806002500,NA,NA
9806003000,NA,NA
9806003500,NA,NA
9806004000,NA,NA
9806004500,NA,NA
9806005000,NA,NA
9806005500,NA,NA
9807004000,NA,NA
9807005000,NA,NA
9808001000,NA,NA
9808002000,NA,NA
9808003000,NA,NA
9808004000,NA,NA
9808005000,NA,NA
9808006000,NA,NA
9808007000,NA,NA
9808008000,NA,NA
9809001000,NA,NA
9809002000,NA,NA
9809003000,NA,NA
9809004000,NA,NA
9809005000,NA,NA
9809006000,NA,NA
9809007000,NA,NA
9809008000,NA,NA
9810000500,NA,NA
9810001000,NA,NA
9810001500,NA,NA
9810002000,NA,NA
9810002500,NA,NA
9810003000,NA,NA
9810003500,NA,NA
9810004000,NA,NA
9810004500,NA,NA
9810005000,NA,NA
9810005500,NA,NA
9810006000,NA,NA
9810006500,NA,NA
9810006700,NA,NA
9810007000,NA,NA
9810007500,NA,NA
9810008000,NA,NA
9810008500,NA,NA
9810009000,NA,NA
9810009500,NA,NA
9811002000,NA,NA
9811004000,NA,NA
9811006000,NA,NA
9812002000,NA,NA
9812004000,NA,NA
9813000520,NA,NA
9813000540,NA,NA
9813001000,NA,NA
9813001500,NA,NA
9813002000,NA,NA
9813002500,NA,NA
9813003000,NA,NA
9813003500,NA,NA
9813004000,NA,NA
9813004500,NA,NA
9813005000,NA,NA
9813005500,NA,NA
9813006000,NA,NA
9813007000,NA,NA
9813007500,NA,NA
9814005000,NA,NA
9815002000,NA,NA
9815004000,NA,NA
9815006000,NA,NA
9816002000,NA,NA
9816004000,NA,NA
9817002000,NA,NA
9817003000,NA,NA
9817004000,NA,NA
9817004200,NA,NA
9817004400,NA,NA
9817004600,NA,NA
9817004800,NA,NA
9817005000,NA,NA
9817006000,NA,NA
9817007000,NA,NA
9817008000,NA,NA
9817009040,NA,NA
9817009060,NA,NA
9817009080,NA,NA
9817009200,NA,NA
9817009400,NA,NA
9817009600,NA,NA
9817009800,NA,NA
9817220500,NA,NA
9817290100,NA,NA
9817290200,NA,NA
9817570100,NA,NA
9817600000,NA,NA
9817610100,NA,NA
9817640100,NA,NA
9817820100,NA,NA
9817840100,NA,NA
9817850100,NA,NA
9817950100,NA,NA
9817950500,NA,NA
9818000100,NA,NA
9818000300,NA,NA
9818000500,NA,NA
9818000700,NA,NA
9819110300,NA,NA
9819110600,NA,NA
9819110900,NA,NA
9819111200,NA,NA
9819111500,NA,NA
9819111800,NA,NA
9819112100,NA,NA
9819112400,NA,NA
9819112700,NA,NA
9819113000,NA,NA
9819113300,NA,NA
9820110300,NA,NA
9820110600,NA,NA
9820110900,NA,NA
9820111200,NA,NA
9820111500,NA,NA
9820111800,NA,NA
9820112100,NA,NA
9820112400,NA,NA
9820112700,NA,NA
9820113000,NA,NA
9820113300,NA,NA
9820420500,NA,NA
9820612500,NA,NA
9820613000,NA,NA
9820613500,NA,NA
9820614000,NA,NA
9820614500,NA,NA
9820620500,NA,NA
9820621200,NA,NA
9820622000,NA,NA
9820622500,NA,NA
9820623000,NA,NA
9820630500,NA,NA
9820650500,NA,NA
9820854400,NA,NA
9822010500,NA,NA
9822011000,NA,NA
9822012500,NA,NA
9822020100,NA,NA
9822020200,NA,NA
9822020300,NA,NA
9822030100,NA,NA
9822030200,NA,NA
9822040100,NA,NA
9822040200,NA,NA
9822040300,NA,NA
9822040500,NA,NA
9822041000,NA,NA
9822041500,NA,NA
9822042000,NA,NA
9822042500,NA,NA
9822043000,NA,NA
9822043500,NA,NA
9822044000,NA,NA
9822044500,NA,NA
9822045000,NA,NA
9822046500,NA,NA
9822050100,NA,NA
9822051000,NA,NA
9822051100,NA,NA
9822051300,NA,NA
9822051500,NA,NA
9822052000,NA,NA
9822052500,NA,NA
9822053000,NA,NA
9822053500,NA,NA
9822054000,NA,NA
9822054500,NA,NA
9822055000,NA,NA
9822055500,NA,NA
9822056000,NA,NA
9822056500,NA,NA
9822057000,NA,NA
9822060500,NA,NA
9822061000,NA,NA
9822061500,NA,NA
9822062000,NA,NA
9822062500,NA,NA
9822071000,NA,NA
9822071500,NA,NA
9822072500,NA,NA
9822080100,NA,NA
9822082500,NA,NA
9822083500,NA,NA
9822091700,NA,NA
9822091800,NA,NA
9822092000,NA,NA
9822092200,NA,NA
9822092400,NA,NA
9822092600,NA,NA
9822096100,NA,NA
9822096200,NA,NA
9822096300,NA,NA
9822096500,NA,NA
9822097000,NA,NA
9823010100,NA,NA
9823010200,NA,NA
9823010300,NA,NA
9823010400,NA,NA
9823010500,NA,NA
9823010600,NA,NA
9823010700,NA,NA
9823020100,NA,NA
9823020200,NA,NA
9823020300,NA,NA
9823020400,NA,NA
9823030100,NA,NA
9823030200,NA,NA
9823030300,NA,NA
9823030400,NA,NA
9823030500,NA,NA
9823030600,NA,NA
9823030700,NA,NA
9823030800,NA,NA
9823030900,NA,NA
9823031000,NA,NA
9823031100,NA,NA
9823031200,NA,NA
9823040100,NA,NA
9823040200,NA,NA
9823040300,NA,NA
9823040400,NA,NA
9823040500,NA,NA
9823040600,NA,NA
9823040700,NA,NA
9823040800,NA,NA
9823040900,NA,NA
9823041000,NA,NA
9823041100,NA,NA
9823041200,NA,NA
9823041300,NA,NA
9823041400,NA,NA
9823041500,NA,NA
9823041600,NA,NA
9823041700,NA,NA
9823041800,NA,NA
9823041900,NA,NA
9823042000,NA,NA
9823042100,NA,NA
9823042200,NA,NA
9823042300,NA,NA
9823042400,NA,NA
9823042500,NA,NA
9823042600,NA,NA
9823042700,NA,NA
9823042800,NA,NA
9823042900,NA,NA
9823043000,NA,NA
9823043100,NA,NA
9823043200,NA,NA
9823043300,NA,NA
9823043400,NA,NA
9823043500,NA,NA
9823043600,NA,NA
9823043700,NA,NA
9823043800,NA,NA
9823043900,NA,NA
9823044000,NA,NA
9823044100,NA,NA
9823044200,NA,NA
9823044300,NA,NA
9823044400,NA,NA
9823044500,NA,NA
9823044600,NA,NA
9823044700,NA,NA
9823044800,NA,NA
9823044900,NA,NA
9823045000,NA,NA
9823045100,NA,NA
9823045200,NA,NA
9823045300,NA,NA
9823045400,NA,NA
9823050100,NA,NA
9823050200,NA,NA
9823050300,NA,NA
9823050400,NA,NA
9823050500,NA,NA
9823050600,NA,NA
9823060100,NA,NA
9823060200,NA,NA
9823060300,NA,NA
9823060400,NA,NA
9823060500,NA,NA
9823060600,NA,NA
9823060700,NA,NA
9823060800,NA,NA
9823060900,NA,NA
9823070100,NA,NA
9823070200,NA,NA
9823070300,NA,NA
9823070400,NA,NA
9823070500,NA,NA
9823070600,NA,NA
9823070700,NA,NA
9823080100,NA,NA
9823080200,NA,NA
9823080400,NA,NA
9823080500,NA,NA
9823080600,NA,NA
9823080700,NA,NA
9823080800,NA,NA
9823080900,NA,NA
9823081000,NA,NA
9823081100,NA,NA
9823081200,NA,NA
9823081300,NA,NA
9823081400,NA,NA
9823081500,NA,NA
9823081600,NA,NA
9823081700,NA,NA
9823081800,NA,NA
9823081900,NA,NA
9823082000,NA,NA
9823082100,NA,NA
9823082200,NA,NA
9823082300,NA,NA
9823082400,NA,NA
9823082500,NA,NA
9823082600,NA,NA
9823082700,NA,NA
9823082800,NA,NA
9823082900,NA,NA
9823083000,NA,NA
9823083100,NA,NA
9823083200,NA,NA
9823083300,NA,NA
9823083400,NA,NA
9823083500,NA,NA
9823083600,NA,NA
9823083700,NA,NA
9823083800,NA,NA
9823090100,NA,NA
9823090200,NA,NA
9823090300,NA,NA
9823090400,NA,NA
9823090500,NA,NA
9823090600,NA,NA
9823090700,NA,NA
9823090800,NA,NA
9823090900,NA,NA
9823100100,NA,NA
9823100200,NA,NA
9823100300,NA,NA
9823100400,NA,NA
9823100500,NA,NA
9823100600,NA,NA
9823100700,NA,NA
9823100800,NA,NA
9823100900,NA,NA
9823101000,NA,NA
9823101100,NA,NA
9823101200,NA,NA
9823101300,NA,NA
9823101400,NA,NA
9823101500,NA,NA
9823101600,NA,NA
9823101700,NA,NA
9823101800,NA,NA
9823101900,NA,NA
9823102000,NA,NA
9823102100,NA,NA
9823102200,NA,NA
9823102300,NA,NA
9823102400,NA,NA
9823102500,NA,NA
9823102600,NA,NA
9823102700,NA,NA
9823102800,NA,NA
9823102900,NA,NA
9823103000,NA,NA
9823103100,NA,NA
9823103200,NA,NA
9823103300,NA,NA
9823103400,NA,NA
9823103500,NA,NA
9823103600,NA,NA
9823103700,NA,NA
9823103800,NA,NA
9823103900,NA,NA
9823104000,NA,NA
9823104100,NA,NA
9823104200,NA,NA
9823104300,NA,NA
9823104400,NA,NA
9823104500,NA,NA
9823520100,NA,NA
9823520200,NA,NA
9823520300,NA,NA
9823520400,NA,NA
9823520500,NA,NA
9823520600,NA,NA
9823520700,NA,NA
9823520800,NA,NA
9823530100,NA,NA
9823530200,NA,NA
9823530300,NA,NA
9823530400,NA,NA
9823530500,NA,NA
9823530600,NA,NA
