hts10,effective_date_start,effective_date_end
2924291000,NA,NA
2924292300,2025-09-08,NA
2924292600,2025-09-08,NA
2924292800,2025-09-08,NA
2924293300,2025-09-08,NA
2924295700,2025-09-08,NA
2924296200,NA,NA
2924296210,NA,NA
2924296220,NA,NA
2924296250,NA,NA
2924297100,NA,NA
2924297700,NA,NA
2924297710,NA,NA
2924297720,NA,NA
2924297730,NA,NA
2924297790,NA,NA
2924298000,2025-09-08,NA
2924299500,NA,NA
2925120000,NA,NA
2925194200,NA,NA
2925199100,NA,NA
2925210000,NA,NA
2925292000,NA,NA
2925296000,NA,NA
2925299000,NA,NA
2926301000,NA,NA
2926400000,NA,NA
2926901400,NA,NA
2926904300,NA,NA
2926904800,NA,NA
2926904801,NA,NA
2926905000,2025-09-08,NA
2926905010,2025-09-08,NA
2926905050,2025-09-08,NA
2927004000,NA,NA
2927005000,NA,NA
2928002500,NA,NA
2928003000,NA,NA
2928005000,NA,NA
2929902000,NA,NA
2929905000,NA,NA
2929905015,NA,NA
2929905018,NA,NA
2929905020,NA,NA
2929905030,NA,NA
2929905040,NA,NA
2929905095,NA,NA
2930202000,NA,NA
2930202010,NA,NA
2930202050,NA,NA
2930209000,NA,NA
2930209010,NA,NA
2930209020,NA,NA
2930209050,NA,NA
2930306000,NA,NA
2930902900,NA,NA
2930904900,NA,NA
2930904910,NA,NA
2930904920,NA,NA
2930904950,NA,NA
2930909200,NA,NA
2930909208,NA,NA
2930909210,NA,NA
2930909212,NA,NA
2930909222,NA,NA
2930909225,NA,NA
2930909231,NA,NA
2930909235,NA,NA
2930909251,NA,NA
2931490000,NA,NA
2931490005,NA,NA
2931490008,NA,NA
2931490010,NA,NA
2931490015,NA,NA
2931490020,NA,NA
2931490025,NA,NA
2931490055,NA,NA
2931490080,NA,NA
2931530000,NA,NA
2931902200,NA,NA
2931909000,NA,NA
2931909010,NA,NA
2931909021,NA,NA
2931909025,NA,NA
2931909029,NA,NA
2931909030,NA,NA
2931909035,NA,NA
2931909040,NA,NA
2931909052,NA,NA
2932140000,NA,NA
2932195100,NA,NA
2932202000,NA,NA
2932203000,NA,NA
2932205000,NA,NA
2932205010,NA,NA
2932205020,NA,NA
2932205030,NA,NA
2932205050,NA,NA
2932996100,NA,NA
2932997000,NA,NA
2932999000,NA,NA
2932999010,NA,NA
2932999090,NA,NA
2933110000,NA,NA
2933193500,NA,NA
2933194500,NA,NA
2933199000,NA,NA
2933210000,NA,NA
2933290500,2025-09-08,NA
2933292000,NA,NA
2933293500,NA,NA
2933294300,NA,NA
2933294500,NA,NA
2933296000,2025-09-08,NA
2933299000,NA,NA
2933330100,NA,NA
2933340000,NA,NA
2933350000,NA,NA
2933370000,NA,NA
2933390800,NA,NA
2933391000,NA,NA
2933392000,NA,NA
2933392100,NA,NA
2933392300,NA,NA
2933392500,NA,NA
2933392700,NA,NA
2933393100,NA,NA
2933394100,NA,NA
2933396100,NA,NA
2933396110,NA,NA
2933396120,NA,NA
2933396130,NA,NA
2933396191,NA,NA
2933399200,NA,NA
2933410000,NA,NA
2933490800,NA,NA
2933491000,NA,NA
2933491500,NA,NA
2933491700,NA,NA
2933492000,NA,NA
2933492600,NA,NA
2933493000,NA,NA
2933496000,NA,NA
2933497000,NA,NA
2933521000,NA,NA
2933529000,NA,NA
2933530000,NA,NA
2933540000,NA,NA
2933591000,NA,NA
2933591500,NA,NA
2933591800,NA,NA
2933592100,NA,NA
2933592200,NA,NA
2933593600,NA,NA
2933594600,NA,NA
2933595300,NA,NA
2933595900,NA,NA
2933597000,NA,NA
2933598000,NA,NA
2933598500,NA,NA
2933599500,NA,NA
2933696000,NA,NA
2933696010,NA,NA
2933696015,NA,NA
2933696021,NA,NA
2933696030,NA,NA
2933696050,NA,NA
2933720000,NA,NA
2933790800,NA,NA
2933791500,NA,NA
2933798500,NA,NA
2933910000,NA,NA
2933910010,NA,NA
2933910050,NA,NA
2933990100,NA,NA
2933990200,NA,NA
2933990500,NA,NA
2933990600,NA,NA
2933990800,NA,NA
2933991100,NA,NA
2933991200,NA,NA
2933991600,NA,NA
2933991700,NA,NA
2933991701,NA,NA
2933992200,NA,NA
2933992400,NA,NA
2933992600,NA,NA
2933994200,NA,NA
2933994600,NA,NA
2933995100,NA,NA
2933995300,NA,NA
2933995500,NA,NA
2933995510,NA,NA
2933995520,NA,NA
2933995530,NA,NA
2933995590,NA,NA
2933995800,NA,NA
2933996100,NA,NA
2933996500,NA,NA
2933997000,NA,NA
2933997500,NA,NA
2933997900,NA,NA
2933998200,NA,NA
2933998210,NA,NA
2933998220,NA,NA
2933998290,NA,NA
2933998500,NA,NA
2933998900,NA,NA
2933999000,NA,NA
2933999700,NA,NA
2933999701,NA,NA
2934101000,NA,NA
2934102000,NA,NA
2934109000,NA,NA
2934204000,NA,NA
2934208000,NA,NA
2934302300,NA,NA
2934302700,NA,NA
2934304300,NA,NA
2934305000,NA,NA
2934910000,NA,NA
2934920000,NA,NA
2934990100,NA,NA
2934990300,NA,NA
2934990500,NA,NA
2934990600,NA,NA
2934990700,NA,NA
2934990800,NA,NA
2934990900,NA,NA
2934991100,NA,NA
2934991200,NA,NA
2934991500,NA,NA
2934991600,NA,NA
2934991800,NA,NA
2934992000,NA,NA
2934993000,NA,NA
2934993900,NA,NA
2934994400,NA,NA
2934994700,NA,NA
2934997000,NA,NA
2934999000,NA,NA
2934999001,NA,NA
2935500000,NA,NA
2935900600,NA,NA
2935901000,NA,NA
2935901300,NA,NA
2935901500,NA,NA
2935902000,NA,NA
2935903000,NA,NA
2935903200,NA,NA
2935903300,NA,NA
2935904200,NA,NA
2935904800,NA,NA
2935906000,NA,NA
2935907500,NA,NA
2935909500,NA,NA
2936210000,NA,NA
2936220000,NA,NA
2936230000,NA,NA
2936240100,NA,NA
2936250000,NA,NA
2936260000,NA,NA
2936270000,NA,NA
2936280000,NA,NA
2936291000,NA,NA
2936291600,NA,NA
2936291610,NA,NA
2936291620,NA,NA
2936291630,NA,NA
2936292000,NA,NA
2936295000,NA,NA
2936295020,NA,NA
2936295030,NA,NA
2936295050,NA,NA
2936900100,NA,NA
2936900110,NA,NA
2936900150,NA,NA
2937110000,NA,NA
2937120000,NA,NA
2937190000,NA,NA
2937210000,NA,NA
2937210010,NA,NA
2937210020,NA,NA
2937210030,NA,NA
2937210040,NA,NA
2937220000,NA,NA
2937231000,NA,NA
2937231010,NA,NA
2937231020,NA,NA
2937231050,NA,NA
2937232500,NA,NA
2937235000,NA,NA
2937235010,NA,NA
2937235020,NA,NA
2937235050,NA,NA
2937291000,NA,NA
2937299000,NA,NA
2937299020,NA,NA
2937299030,NA,NA
2937299040,NA,NA
2937299050,NA,NA
2937299095,NA,NA
2937500000,NA,NA
2937900500,NA,NA
2937901000,NA,NA
2937902000,NA,NA
2937904000,NA,NA
2937904500,NA,NA
2937909000,NA,NA
2938100000,NA,NA
2938900000,NA,NA
2939110000,NA,NA
2939191000,NA,NA
2939192000,NA,NA
2939195000,NA,NA
2939200000,NA,NA
2939200010,NA,NA
2939200050,NA,NA
2939300000,NA,NA
2939410000,NA,NA
2939420000,NA,NA
2939440000,NA,NA
2939450000,NA,NA
2939490300,NA,NA
2939590000,NA,NA
2939620000,NA,NA
2939630000,NA,NA
2939690000,NA,NA
2939720000,NA,NA
2939790000,NA,NA
2939800000,NA,NA
2939800010,NA,NA
2939800050,NA,NA
2940006000,NA,NA
2941101000,NA,NA
2941102000,NA,NA
2941103000,NA,NA
2941105000,NA,NA
2941201000,NA,NA
2941205000,NA,NA
2941300000,NA,NA
2941400000,NA,NA
2941500000,NA,NA
2941901000,NA,NA
2941901010,NA,NA
2941901050,NA,NA
2941903000,NA,NA
2941905000,NA,NA
2942000500,NA,NA
2942003500,NA,NA
2942005000,NA,NA
3001200000,NA,NA
3001900100,NA,NA
3001900110,NA,NA
3001900150,NA,NA
3001900165,NA,NA
3001900190,NA,NA
3001900195,NA,NA
3002120000,NA,NA
3002120010,NA,NA
3002120020,NA,NA
3002120030,NA,NA
3002120040,NA,NA
3002120090,NA,NA
3002130000,NA,NA
3002130010,NA,NA
3002130090,NA,NA
3002140000,NA,NA
3002140010,NA,NA
3002140090,NA,NA
3002150000,NA,NA
3002150011,NA,NA
3002150091,NA,NA
3002410000,NA,NA
3002420000,NA,NA
3002490000,NA,NA
3002490010,NA,NA
3002490050,NA,NA
3002510000,NA,NA
3002590000,NA,NA
3002901000,NA,NA
3002905200,NA,NA
3002905210,NA,NA
3002905220,NA,NA
3002905250,NA,NA
3003100000,NA,NA
3003200000,NA,NA
3003391000,NA,NA
3003395000,NA,NA
3003410000,NA,NA
3003420000,NA,NA
3003490000,NA,NA
3003900100,NA,NA
3003900120,NA,NA
3003900140,NA,NA
3003900160,NA,NA
3003900180,NA,NA
3003900190,NA,NA
3004101000,NA,NA
3004101010,NA,NA
3004101020,NA,NA
3004101045,NA,NA
3004105000,NA,NA
3004105010,NA,NA
3004105045,NA,NA
3004105048,NA,NA
3004105049,NA,NA
3004105055,NA,NA
3004105065,NA,NA
3004105075,NA,NA
3004200000,NA,NA
3004200010,NA,NA
3004200020,NA,NA
3004200030,NA,NA
3004200045,NA,NA
3004200055,NA,NA
3004200065,NA,NA
3004200070,NA,NA
3004200071,NA,NA
3004200072,NA,NA
3004200075,NA,NA
3004200076,NA,NA
3004200080,NA,NA
3004200083,NA,NA
3004310000,NA,NA
3004320000,NA,NA
3004320010,NA,NA
3004320040,NA,NA
3004320060,NA,NA
3004390000,NA,NA
3004390010,NA,NA
3004390020,NA,NA
3004390030,NA,NA
3004390040,NA,NA
3004390045,NA,NA
3004390050,NA,NA
3004390055,NA,NA
3004410000,NA,NA
3004420000,NA,NA
3004490000,NA,NA
3004490005,NA,NA
3004490010,NA,NA
3004490020,NA,NA
3004490030,NA,NA
3004490040,NA,NA
3004490050,NA,NA
3004490060,NA,NA
3004490070,NA,NA
3004501000,NA,NA
3004502000,NA,NA
3004503000,NA,NA
3004504000,NA,NA
3004505000,NA,NA
3004505005,NA,NA
3004505010,NA,NA
3004505020,NA,NA
3004505030,NA,NA
3004505040,NA,NA
3004600000,NA,NA
3004901000,NA,NA
3004909200,NA,NA
3004909201,NA,NA
3004909202,NA,NA
3004909203,NA,NA
3004909204,NA,NA
3004909205,NA,NA
3004909206,NA,NA
3004909207,NA,NA
3004909208,NA,NA
3004909209,NA,NA
3004909210,NA,NA
3004909211,NA,NA
3004909212,NA,NA
3004909213,NA,NA
3004909214,NA,NA
3004909215,NA,NA
3004909216,NA,NA
3004909217,NA,NA
3004909218,NA,NA
3004909219,NA,NA
3004909220,NA,NA
3004909221,NA,NA
3004909222,NA,NA
3004909223,NA,NA
3004909224,NA,NA
3004909225,NA,NA
3004909226,NA,NA
3004909227,NA,NA
3004909228,NA,NA
3004909229,NA,NA
3004909230,NA,NA
3004909231,NA,NA
3004909232,NA,NA
3004909233,NA,NA
3004909234,NA,NA
3004909235,NA,NA
3004909236,NA,NA
3004909237,NA,NA
3004909238,NA,NA
3004909239,NA,NA
3004909240,NA,NA
3004909241,NA,NA
3004909242,NA,NA
3004909243,NA,NA
3004909244,NA,NA
3004909245,NA,NA
3004909246,NA,NA
3004909247,NA,NA
3004909248,NA,NA
3004909249,NA,NA
3004909250,NA,NA
3004909251,NA,NA
3004909252,NA,NA
3004909253,NA,NA
3004909254,NA,NA
3004909255,NA,NA
3004909256,NA,NA
3004909257,NA,NA
3004909258,NA,NA
3004909259,NA,NA
3004909260,NA,NA
3004909261,NA,NA
3004909262,NA,NA
3004909263,NA,NA
3004909264,NA,NA
3004909265,NA,NA
3004909266,NA,NA
3004909267,NA,NA
3004909268,NA,NA
3004909269,NA,NA
3004909270,NA,NA
3004909271,NA,NA
3004909272,NA,NA
3004909273,NA,NA
3004909274,NA,NA
3004909275,NA,NA
3004909276,NA,NA
3004909280,NA,NA
3004909284,NA,NA
3004909289,NA,NA
3004909291,NA,NA
3006301000,NA,NA
3006305000,NA,NA
3006600000,NA,NA
3006700000,NA,NA
3006931000,NA,NA
3006932000,NA,NA
3006935000,NA,NA
3006936000,NA,NA
3006938000,NA,NA
3101000000,2025-11-13,NA
3102100000,2025-11-13,NA
3102100010,2025-11-13,NA
3102100030,2025-11-13,NA
3102100050,2025-11-13,NA
3102210000,2025-11-13,NA
3102290000,2025-11-13,NA
3102300000,2025-11-13,NA
3102400000,2025-11-13,NA
3102500000,2025-11-13,NA
3102600000,2025-11-13,NA
3102800000,2025-11-13,NA
3102900100,2025-11-13,NA
3103110000,2025-11-13,NA
3103190000,2025-11-13,NA
3103900100,2025-11-13,NA
3104200000,NA,NA
3104200010,NA,NA
3104200050,NA,NA
3104300000,NA,NA
3104900100,NA,NA
3105100000,NA,NA
3105200000,NA,NA
3105300000,2025-11-13,NA
3105400000,2025-11-13,NA
3105400010,2025-11-13,NA
3105400050,2025-11-13,NA
3105510000,2025-11-13,NA
3105590000,2025-11-13,NA
3105600000,NA,NA
3105900000,2025-11-13,NA
3105900010,2025-11-13,NA
3105900050,2025-11-13,NA
3203008000,NA,NA
3204138000,NA,NA
3204172000,NA,NA
3204180000,NA,NA
3206110000,NA,NA
3206190000,NA,NA
3402421000,NA,NA
3402422000,NA,NA
3402422010,NA,NA
3402422020,NA,NA
3402422050,NA,NA
3402429000,NA,NA
3606903000,NA,NA
3808941000,NA,NA
3808945000,NA,NA
3808945010,NA,NA
3808945050,NA,NA
3808945080,NA,NA
3808945095,NA,NA
3818000000,NA,NA
3818000010,NA,NA
3818000020,NA,NA
3818000030,NA,NA
3818000095,NA,NA
3824910000,NA,NA
3824992900,NA,NA
3824994900,NA,NA
3824995500,NA,NA
3824999300,NA,2025-09-07
3824999310,NA,2025-09-07
3824999320,NA,2025-09-07
3824999330,NA,2025-09-07
3824999361,NA,2025-09-07
3824999386,NA,2025-09-07
3824999397,NA,2025-09-07
3901909000,NA,NA
3902900000,NA,NA
3902900010,NA,NA
3902900050,NA,NA
3904610000,NA,NA
3904610010,NA,NA
3904610090,NA,NA
3905911000,NA,NA
3905998000,NA,NA
3906905000,NA,NA
3907100000,NA,NA
3907210000,NA,NA
3907290000,NA,2025-09-07
3907300000,NA,2025-09-07
3907610000,NA,2025-09-07
3907610010,NA,2025-09-07
3907610050,NA,2025-09-07
3907690000,NA,2025-09-07
3907690010,NA,2025-09-07
3907690050,NA,2025-09-07
3907700000,NA,NA
3907995000,NA,2025-09-07
3907995010,NA,2025-09-07
3907995050,NA,2025-09-07
3908100000,NA,NA
3910000000,NA,2025-09-07
3911902500,NA,NA
3911909100,NA,NA
3911909110,NA,NA
3911909150,NA,NA
3912310000,NA,NA
3912310010,NA,NA
3912310090,NA,NA
3912390000,NA,NA
3912900000,NA,NA
3912900010,NA,NA
3912900090,NA,NA
3913902000,NA,NA
3913902015,NA,NA
3913902090,NA,NA
3913905000,NA,NA
3914006000,NA,NA
4001100000,NA,NA
4001210000,NA,NA
4001210010,NA,NA
4001210020,NA,NA
4001210030,NA,NA
4001210050,NA,NA
4001220000,NA,NA
4001220005,NA,NA
4001220010,NA,NA
4001220015,NA,NA
4001220020,NA,NA
4001220025,NA,NA
4001220050,NA,NA
4001290000,NA,NA
4001300000,NA,NA
4001300005,NA,NA
4001300010,NA,NA
4001300020,NA,NA
4001300055,NA,NA
4401110000,NA,2025-10-13
4401120000,NA,2025-10-13
4401210000,NA,2025-10-13
4401220000,NA,2025-10-13
4401310000,NA,2025-10-13
4401320000,NA,2025-10-13
4401394210,NA,2025-10-13
4401394220,NA,2025-10-13
4401394290,NA,2025-10-13
4401410000,NA,2025-10-13
4401490020,NA,2025-10-13
4401490090,NA,2025-10-13
4402100000,NA,2025-10-13
4402200000,NA,2025-10-13
4402900100,NA,2025-10-13
4403110020,NA,2025-10-13
4403110040,NA,2025-10-13
4403110050,NA,2025-10-13
4403110060,NA,2025-10-13
4403120020,NA,2025-10-13
4403120040,NA,2025-10-13
4403120050,NA,2025-10-13
4403120060,NA,2025-10-13
4403210112,NA,2025-10-13
4403210115,NA,2025-10-13
4403210116,NA,2025-10-13
4403210120,NA,2025-10-13
4403210125,NA,2025-10-13
4403210130,NA,2025-10-13
4403210165,NA,2025-10-13
4403220108,NA,2025-10-13
4403220112,NA,2025-10-13
4403220115,NA,2025-10-13
4403220116,NA,2025-10-13
4403220120,NA,2025-10-13
4403220125,NA,2025-10-13
4403220130,NA,2025-10-13
4403220165,NA,2025-10-13
4403230112,NA,2025-10-13
4403230115,NA,2025-10-13
4403230116,NA,2025-10-13
4403230135,NA,2025-10-13
4403230142,NA,2025-10-13
4403230165,NA,2025-10-13
4403240104,NA,2025-10-13
4403240112,NA,2025-10-13
4403240115,NA,2025-10-13
4403240116,NA,2025-10-13
4403240135,NA,2025-10-13
4403240142,NA,2025-10-13
4403240165,NA,2025-10-13
4403250112,NA,2025-10-13
4403250115,NA,2025-10-13
4403250116,NA,2025-10-13
4403250140,NA,2025-10-13
4403250150,NA,2025-10-13
4403250152,NA,2025-10-13
4403250155,NA,2025-10-13
4403250157,NA,2025-10-13
4403250164,NA,2025-10-13
4403250165,NA,2025-10-13
4403260108,NA,2025-10-13
4403260112,NA,2025-10-13
4403260115,NA,2025-10-13
4403260116,NA,2025-10-13
4403260140,NA,2025-10-13
4403260150,NA,2025-10-13
4403260152,NA,2025-10-13
4403260155,NA,2025-10-13
4403260157,NA,2025-10-13
4403260164,NA,2025-10-13
4403260165,NA,2025-10-13
4403420000,NA,NA
4403490200,NA,NA
4403910000,NA,2025-10-13
4403910020,NA,2025-10-13
4403910040,NA,2025-10-13
4403930100,NA,2025-10-13
4403940100,NA,2025-10-13
4403950127,NA,2025-10-13
4403950130,NA,2025-10-13
4403960123,NA,2025-10-13
4403960127,NA,2025-10-13
4403960130,NA,2025-10-13
4403970022,NA,2025-10-13
4403970026,NA,2025-10-13
4403970065,NA,2025-10-13
4403970067,NA,2025-10-13
4403980023,NA,2025-10-13
4403980028,NA,2025-10-13
4403980095,NA,2025-10-13
4403990123,NA,2025-10-13
4403990128,NA,2025-10-13
4403990140,NA,2025-10-13
4403990150,NA,2025-10-13
4403990155,NA,2025-10-13
4403990160,NA,2025-10-13
4403990170,NA,2025-10-13
4403990175,NA,2025-10-13
4403990195,NA,2025-10-13
4404100040,NA,2025-10-13
4404100080,NA,2025-10-13
4404100090,NA,2025-10-13
4404200040,NA,2025-10-13
4404200080,NA,2025-10-13
4404200090,NA,2025-10-13
4405000000,NA,2025-10-13
4406110000,NA,2025-10-13
4406120000,NA,2025-10-13
4406910000,NA,2025-10-13
4406920000,NA,2025-10-13
4407110001,NA,2025-10-13
4407110002,NA,2025-10-13
4407110042,NA,2025-10-13
4407110043,NA,2025-10-13
4407110044,NA,2025-10-13
4407110045,NA,2025-10-13
4407110046,NA,2025-10-13
4407110047,NA,2025-10-13
4407110048,NA,2025-10-13
4407110049,NA,2025-10-13
4407110052,NA,2025-10-13
4407110053,NA,2025-10-13
4407120001,NA,2025-10-13
4407120002,NA,2025-10-13
4407120017,NA,2025-10-13
4407120018,NA,2025-10-13
4407120019,NA,2025-10-13
4407120020,NA,2025-10-13
4407120058,NA,2025-10-13
4407120059,NA,2025-10-13
4407130000,NA,2025-10-13
4407140000,NA,2025-10-13
4407190001,NA,2025-10-13
4407190002,NA,2025-10-13
4407190054,NA,2025-10-13
4407190055,NA,2025-10-13
4407190056,NA,2025-10-13
4407190057,NA,2025-10-13
4407190064,NA,2025-10-13
4407190065,NA,2025-10-13
4407190066,NA,2025-10-13
4407190067,NA,2025-10-13
4407190068,NA,2025-10-13
4407190069,NA,2025-10-13
4407190074,NA,2025-10-13
4407190075,NA,2025-10-13
4407190076,NA,2025-10-13
4407190077,NA,2025-10-13
4407190082,NA,2025-10-13
4407190083,NA,2025-10-13
4407190092,NA,2025-10-13
4407190093,NA,2025-10-13
4407210000,NA,NA
4407220000,NA,NA
4407220006,NA,NA
4407220091,NA,NA
4407230100,NA,NA
4407250000,NA,NA
4407260000,NA,NA
4407270000,NA,NA
4407280000,NA,NA
4407290200,NA,NA
4407290206,NA,NA
4407290211,NA,NA
4407290216,NA,NA
4407290220,NA,NA
4407290240,NA,NA
4407290260,NA,NA
4407290285,NA,NA
4407290296,NA,NA
4407910022,NA,2025-10-13
4407910063,NA,2025-10-13
4407920000,NA,2025-10-13
4407930000,NA,2025-10-13
4407930010,NA,2025-10-13
4407930020,NA,2025-10-13
4407940000,NA,2025-10-13
4407950000,NA,2025-10-13
4407960000,NA,2025-10-13
4407960011,NA,2025-10-13
4407960013,NA,2025-10-13
4407960019,NA,2025-10-13
4407970000,NA,2025-10-13
4407970072,NA,2025-10-13
4407970079,NA,2025-10-13
4407990200,NA,2025-10-13
4407990242,NA,2025-10-13
4407990261,NA,2025-10-13
4407990263,NA,2025-10-13
4407990295,NA,2025-10-13
4408100100,NA,2025-10-13
4408100125,NA,2025-10-13
4408100145,NA,2025-10-13
4408310100,NA,NA
4408390200,NA,NA
4408390210,NA,NA
4408390220,NA,NA
4408390230,NA,NA
4408390240,NA,NA
4408390250,NA,NA
4408390260,NA,NA
4408390270,NA,NA
4408390291,NA,NA
4408900100,NA,2025-10-13
4408900105,NA,2025-10-13
4408900110,NA,2025-10-13
4408900115,NA,2025-10-13
4408900121,NA,2025-10-13
4408900131,NA,2025-10-13
4408900137,NA,2025-10-13
4408900145,NA,2025-10-13
4408900151,NA,2025-10-13
4408900156,NA,2025-10-13
4408900161,NA,2025-10-13
4408900166,NA,2025-10-13
4408900171,NA,2025-10-13
4408900176,NA,2025-10-13
4408900181,NA,2025-10-13
4408900187,NA,2025-10-13
4408900197,NA,2025-10-13
4409100500,NA,2025-10-13
4409101020,NA,2025-10-13
4409101040,NA,2025-10-13
4409101060,NA,2025-10-13
4409101080,NA,2025-10-13
4409102000,NA,2025-10-13
4409104010,NA,2025-10-13
4409104090,NA,2025-10-13
4409104500,NA,2025-10-13
4409105000,NA,2025-10-13
4409106000,NA,2025-10-13
4409106500,NA,2025-10-13
4409109020,NA,2025-10-13
4409109040,NA,2025-10-13
4409210500,NA,2025-10-13
4409219000,NA,2025-10-13
4409220500,NA,2025-10-13
4409220515,NA,2025-10-13
4409220520,NA,2025-10-13
4409220535,NA,2025-10-13
4409220545,NA,2025-10-13
4409220560,NA,2025-10-13
4409220590,NA,2025-10-13
4409221000,NA,2025-10-13
4409222500,NA,2025-10-13
4409224000,NA,2025-10-13
4409225000,NA,2025-10-13
4409225020,NA,2025-10-13
4409225040,NA,2025-10-13
4409225060,NA,2025-10-13
4409225090,NA,2025-10-13
4409226000,NA,2025-10-13
4409226500,NA,2025-10-13
4409229000,NA,2025-10-13
4409229020,NA,2025-10-13
4409229030,NA,2025-10-13
4409229045,NA,2025-10-13
4409229060,NA,2025-10-13
4409229090,NA,2025-10-13
4409290655,NA,2025-10-13
4409290665,NA,2025-10-13
4409291100,NA,2025-10-13
4409292630,NA,2025-10-13
4409292650,NA,2025-10-13
4409292660,NA,2025-10-13
4409294100,NA,2025-10-13
4409295100,NA,2025-10-13
4409296100,NA,2025-10-13
4409296600,NA,2025-10-13
4409299100,NA,2025-10-13
4410110010,NA,2025-10-13
4410110020,NA,2025-10-13
4410110030,NA,2025-10-13
4410110060,NA,2025-10-13
4410120010,NA,2025-10-13
4410120020,NA,2025-10-13
4410190010,NA,2025-10-13
4410190020,NA,2025-10-13
4410190030,NA,2025-10-13
4410190060,NA,2025-10-13
4410900000,NA,2025-10-13
4411121000,NA,2025-10-13
4411122000,NA,2025-10-13
4411123000,NA,2025-10-13
4411126000,NA,2025-10-13
4411129010,NA,2025-10-13
4411129090,NA,2025-10-13
4411131000,NA,2025-10-13
4411132000,NA,2025-10-13
4411133000,NA,2025-10-13
4411136000,NA,2025-10-13
4411139010,NA,2025-10-13
4411139090,NA,2025-10-13
4411141000,NA,2025-10-13
4411142000,NA,2025-10-13
4411143000,NA,2025-10-13
4411146000,NA,2025-10-13
4411149010,NA,2025-10-13
4411149090,NA,2025-10-13
4411921000,NA,2025-10-13
4411922000,NA,2025-10-13
4411923000,NA,2025-10-13
4411924000,NA,2025-10-13
4411931000,NA,2025-10-13
4411932000,NA,2025-10-13
4411933000,NA,2025-10-13
4411936000,NA,2025-10-13
4411939010,NA,2025-10-13
4411939090,NA,2025-10-13
4411940010,NA,2025-10-13
4411940020,NA,2025-10-13
4411940030,NA,2025-10-13
4411940040,NA,2025-10-13
4411940050,NA,2025-10-13
4411940060,NA,2025-10-13
4411940070,NA,2025-10-13
4411940080,NA,2025-10-13
4412100500,NA,2025-10-13
4412109000,NA,2025-10-13
4412310600,NA,2025-10-13
4412310620,NA,2025-10-13
4412310640,NA,2025-10-13
4412310660,NA,2025-10-13
4412312600,NA,2025-10-13
4412312610,NA,2025-10-13
4412312620,NA,2025-10-13
4412314200,NA,2025-10-13
4412314500,NA,2025-10-13
4412314800,NA,2025-10-13
4412314850,NA,2025-10-13
4412314860,NA,2025-10-13
4412314863,NA,2025-10-13
4412314866,NA,2025-10-13
4412314869,NA,2025-10-13
4412314875,NA,2025-10-13
4412314880,NA,2025-10-13
4412315200,NA,2025-10-13
4412315225,NA,2025-10-13
4412315235,NA,2025-10-13
4412315255,NA,2025-10-13
4412315260,NA,2025-10-13
4412315262,NA,2025-10-13
4412315264,NA,2025-10-13
4412315266,NA,2025-10-13
4412315268,NA,2025-10-13
4412315270,NA,2025-10-13
4412315275,NA,2025-10-13
4412316100,NA,2025-10-13
4412319200,NA,2025-10-13
4412330620,NA,2025-10-13
4412330640,NA,2025-10-13
4412330665,NA,2025-10-13
4412330670,NA,2025-10-13
4412332625,NA,2025-10-13
4412332630,NA,2025-10-13
4412333225,NA,2025-10-13
4412333235,NA,2025-10-13
4412333255,NA,2025-10-13
4412333265,NA,2025-10-13
4412333275,NA,2025-10-13
4412333285,NA,2025-10-13
4412335700,NA,2025-10-13
4412342600,NA,2025-10-13
4412343225,NA,2025-10-13
4412343235,NA,2025-10-13
4412343255,NA,2025-10-13
4412343265,NA,2025-10-13
4412343275,NA,2025-10-13
4412343285,NA,2025-10-13
4412345700,NA,2025-10-13
4412391000,NA,2025-10-13
4412393000,NA,2025-10-13
4412394011,NA,2025-10-13
4412394012,NA,2025-10-13
4412394019,NA,2025-10-13
4412394031,NA,2025-10-13
4412394032,NA,2025-10-13
4412394039,NA,2025-10-13
4412394051,NA,2025-10-13
4412394052,NA,2025-10-13
4412394059,NA,2025-10-13
4412394061,NA,2025-10-13
4412394062,NA,2025-10-13
4412394069,NA,2025-10-13
4412395010,NA,2025-10-13
4412395030,NA,2025-10-13
4412395050,NA,2025-10-13
4412410000,NA,2025-10-13
4412420000,NA,2025-10-13
4412490000,NA,2025-10-13
4412511000,NA,2025-10-13
4412511030,NA,2025-10-13
4412511050,NA,2025-10-13
4412513100,NA,2025-10-13
4412513105,NA,2025-10-13
4412513111,NA,2025-10-13
4412513121,NA,2025-10-13
4412513141,NA,2025-10-13
4412513161,NA,2025-10-13
4412513175,NA,2025-10-13
4412514100,NA,2025-10-13
4412515100,NA,2025-10-13
4412521030,NA,2025-10-13
4412521050,NA,2025-10-13
4412523105,NA,2025-10-13
4412523121,NA,2025-10-13
4412523161,NA,2025-10-13
4412523175,NA,2025-10-13
4412524100,NA,2025-10-13
4412525100,NA,2025-10-13
4412598000,NA,2025-10-13
4412599000,NA,2025-10-13
4412599500,NA,2025-10-13
4412910600,NA,2025-10-13
4412911000,NA,2025-10-13
4412911020,NA,2025-10-13
4412911030,NA,2025-10-13
4412911040,NA,2025-10-13
4412913100,NA,2025-10-13
4412913110,NA,2025-10-13
4412913120,NA,2025-10-13
4412913130,NA,2025-10-13
4412913140,NA,2025-10-13
4412913150,NA,2025-10-13
4412913160,NA,2025-10-13
4412913170,NA,2025-10-13
