ch99_code,n_lines,claim_share_vw,claim_share_p25,claim_share_median,claim_share_p75,imports_usd,claim_share_vw_2026,n_line_months_2026
9903.88.69,139,0.3997881972384239,0.14566271994867874,0.47880886002190143,0.7297610332396065,10400745785,0.34219738801034433,412
9903.88.70,3,0.20923487754198175,0.23228521030368898,0.2819570079338752,0.3013358998493749,108206436,0.14108490794702244,9
