ch99_code,hts10,n_months,imports_usd,realized_vw,stat_other_vw,full_301_vw,claim_share_raw_vw,claim_share
9903.88.69,8511400000,6,79279846,0.359924437794695,0.3471744836954475,0.25,0.94900018360301,0.94900018360301
9903.88.69,8421390115,6,77719601,0.3077850592670953,0.09932831403447252,0.25,0.16617301906950885,0.16617301906950885
9903.88.69,6210105010,7,77093551,0.10645564892970101,0.20517265140942978,0.15,1.6581133498648586,1
9903.88.69,8536904000,6,76494321,0.44181058878867624,0.19648429610997187,0.25,0.01869482928518254,0.01869482928518254
9903.88.69,8414308030,6,75812465,0.46487317092248615,0.33382004533167403,0.25,0.4757874976367517,0.4757874976367517
9903.88.69,8424909080,6,70659312,0.28600282719990255,0.21263005637960894,0.25,0.7065089167188257,0.7065089167188257
9903.88.69,8419903000,6,70120955,0.3077875080280923,0.09079421495600676,0.25,0.13202682771165775,0.13202682771165775
9903.88.69,8424899000,6,69477022,0.43165183447269806,0.2625384578098928,0.25,0.3235464933487791,0.3235464933487791
9903.88.69,4202923120,6,66194440,0.486086067047323,0.3620690780048208,0.25,0.5039320438299911,0.5039320438299911
9903.88.69,3919905060,6,64195759,0.4601745420597021,0.2562630328244818,0.25,0.18435396305911886,0.18435396305911886
9903.88.69,8421990140,6,63731630,0.3988477934739783,0.1945329242361775,0.25,0.1827405230487967,0.1827405230487967
9903.88.69,9018906000,6,60047901,0.33861428395307275,0.19431228586990912,0.25,0.42279200766734554,0.42279200766734554
9903.88.69,6210105090,7,57591410,0.22386317681751497,0.21025753004368766,0.15,0.9092956881744847,0.9092956881744847
9903.88.69,8501404040,6,55826671,0.41351937320425214,0.3587541056581961,0.25,0.7809389298157757,0.7809389298157757
9903.88.69,8501104060,6,55191395,0.35142779050973433,0.2251601927253207,0.25,0.49492960886234544,0.49492960886234544
9903.88.69,9025198085,6,46687386,0.2862842010473664,0.09774353856623327,0.25,0.24583735007546742,0.24583735007546742
9903.88.69,5603920095,6,45826286,0.21079552464714246,0.1990417249673193,0.25,0.9529848012807074,0.9529848012807074
